place,info,문의 및 안내,홈페이지,주소,이용시간,휴일,주차,이용요금,접근로,출입통로,장애인 주차 안내,엘리베이터,휠체어,수유실,유모차,화장실,오디오 가이드,review,판매 품목,점자 홍보물,이용가능시설,주차요금,입장료,지정현황,지체장애 기타 상세,시설이용료,체험가능 연령,대중 교통,규모,개장기간,주차 요금,이용 시기,부대시설,주요시설,대여안내,객실,할인 정보,수용인원,시각장애 기타상세,영업시간,좌석수,대표메뉴,취급메뉴,보유장비,보조견 동반,점자 블록,코스안내,관람석,매표소,안내 요원,입점브랜드,청각 장애 기타상세,입실시간,퇴실시간,객실내 취사 여부,객실수,예약안내,예약안내 홈페이지,식음료장,객실유형,사우나실 여부,캠프파이어 여부,바비큐장여부,세미나실 여부,스포츠 시설 여부,자전거 대여 여부,공용 PC실 여부,유아용보조의자,휘트니스 센터 여부,노래방 여부,청각장애용 객실,뷰티시설여부,유도안내 설비,영유아가족 기타상세,체험
만성리 검은모래해변,"만성리 검은모래해변의 가장 큰 특징은 보기 드문 검은 모래해변이라는 점이다. 시원스러운 경치와 검은 모래 덕분에 여름이면 관광객들이 바닷가를 가득 메운다. 이곳은 모래찜질로 유명한데, 신경통과 각종 부인병에 효험이 있는 것으로 알려져 있다. 특히 오래전 부터 음력 4월 20일은 ‘검은 모래 눈 뜨는 날’이라는 민간풍습이 있어 이날이 되면 전국에서 모래찜질을 하러 사람들이 모여든다.",,여수관광문화 http://tour.yeosu.go.kr/,전라남도 여수시 만성리길 15-1,상시 개방,연중무휴,가능(약 소형 100대 / 대형 20대),,,,,,,,,있음,,대학교 친구와 저녁 바다 보러 자주왔던 곳이에요 조용하고 한적하면 산책하기 좋습니다 오랜만에 오니 추억도 있고 즐거움도 있네요 주변에 까페도 있어서 오션뷰 즐기기도 좋습니다. 한적하고 아이들 놀게하기도좋고 연인과 함께도 좋을것같아요 주변에 먹거리도있어서 산책겸 한바퀴돌고 먹기도하며 시간 보내기 좋은곳 입니다. 강아지 데리고 함께 방문했습니다. 아름다운 바다보며 산책하기 좋은 곳이예요. 모래자갈이 검정색이에요! 너무 신기하더라구요. 사람도 많지 않고 바다도 예뻤어요. 날만 춥지 않다면 맨발로 걸어보고 싶은 바다입니다. 검은모래에서 음이온이 나외서 건강에 좋대요..ㅎㅎ 잔잔하게 가기 좋아요. 추천합니다. 여수 만성리 해수욕장.. 여수에서 자라서 어릴적 여름마다 자주 가서 놀았던 곳이에요. 검은 모래자갈로 유명하고.. 이곳으로 가다보면.. 터널을 지나는데 일제강점기때 만들어진 마래터널도 볼수있어요. 여수는 옛날부터 만성리검은모래해변에서 모래찜질을 했었다 요즘은 검은모래가 잘 안보이지만 그래도 나름 유명한곳 날은 덥지만 바다보며 힐링하기 좋고 앞에 유명 핫도그가 있어 사람들이 많이 방문한다 여름에 강추 차박도 많이해요.,,,샤워장 등,,무료,,,"[샤워장]
- 대인 2,000원
- 소인 1,000원",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
성암국제수련원,"병풍산과 삼인산에 에워 쌓여있는 성암수련원은 자연학습장으로 천혜의 환경을 가지고 있다. 소나무숲과 맑은 계곡이 있는 205,800평의 부지에 교육시설과 운동장, 수영장 등이 있어 심신단련과 문화학습시설이 완비되어 있다. 학생뿐만 아니라 일반 단체들도 자체교육과 위탁교육을 할 수 있어 대학생 수련회, 일반기업이나 사회단체 교육의 장으로 활용되는 것이다. 이러한 환경으로 인해 수련원은 개원 이래 20여 년 동안 100만 명 이상의 수련생을 배출하였으며, 미국, 일본을 비롯한 중국, 프랑스 등 국제교육에 5,000여 명 참가하기도 했다.
자연 체험에서부터 천문대까지 성암수련원은 재단법인 전남청소년 육성회가 관리하는 자연학습관을 겸하고 있으며 수련원 주변 곳곳에는 암석에 대한 설명과 식물 분포 등의 학습 팻말이 세워져 있어 청소년들의 자연학습에 많은 도움을 주고 있다. 관찰용 천문대는 학생들이 별자리탐사의 체험을 통하여 우주시대의 꿈을 영글게 하는 곳이기도 하다. 또한 야영장에서부터 만남재 - 용구샘 - 정상에 이르는 등산로에는 여러 가지 희귀한 나무와 식물들이 자생하고 있어 살아 있는 자연학습의 장으로 충분히 활용되고 있다.",,www.sacamp.co.kr,전라남도 담양군 수북면 한수동로 872,전화 문의,전화 문의,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,조형탑 / 수영장 / 데크 / 복지관 / 송강촌 / 취사장 / 방갈로 / 대강당 / 샤워장 등,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장전미술관,"장전미술관은 서예가 장전(長田) 하남호가 개인 재산을 들여 세운 미술관이다. 지상 3층 건물로 5개 전시관에 한국화·서양화·서예·조각 등 각 분야에 걸쳐 우리나라 중견작가의 작품과 작고한 작가의 작품이 현대 원로작가, 조선시대 이후 작고한 원로작가, 원로작가의 대형작품, 사제간 전시실, 고려청자, 이조백자 등의 주제별로 나뉘어 전시되어 있다.",,,전라남도 진도군 임회면 하미길 39,"[하절기] 09:00~18:00
[동절기] 10:00~17:00",매주 월요일 / 공휴일,가능,"- 성인 3,000원
- 학생 1,000원",주출입구에는 턱과 계단이 있어 접근불가하나 미술관 입구문에 경사로가 설치되어 있음,외부에서 미술관까지 접근할 수 있는 휠체어 리프트가 설치되어 있으나 1층까지만 가능함(2층은 엘리베이터가 없고 계단으로 진입),장애인 전용 주차구역 있음(1대)_무장애 편의시설,,,,,,,가보고싶네요,,미술관 안내점자판 있음,,,,,,,,,"연건평 1,097㎡",,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
함평 고막천 석교,"함평 고막천 석교는 함평군과 나주시 경계 사이를 흐르는 고막천을 동서로 가로지르는 돌다리로 똑다리, 또는 떡다리라고 불린다. 전설에 의하면, 고려 원종 14년(1273)에 무안 승달산에 있는 법천사의 도승 고막 대사가 도술로 이 다리를 만들었다고 한다. 전체 길이 20m, 너비 3m, 높이 2.1m로, 현재 남한에서는 유일한 고려 시대의 다리이다.
함평 고막천 석교는 목조 가구의 결구 수법인 주두의 가구법을 석조 형태로 바꾼 우리나라에서 보기 드문 돌로 만든 다리로 마치 나무를 베어내듯 자유롭게 돌을 자르고 짜 맞춘 솜씨가 돋보이는 다리다. 이 다리는 물이 잘 넘치는 고막천의 물살을 7백 년 동안이나 버틸 정도로 견고하게 만들어졌다. 수중 지하 바닥은 지반 보강을 위해 나무 말뚝을 촘촘히 박아 이를 지지대로 하였으며, 그 주위에 잡석을 일정 두께로 깔아 바닥이 급류에 휩쓸려 나가는 것을 사전에 방지한 공법을 택했다.
2001년도 보수공사 시 바닥 기초의 나무 말뚝 탄소 연대 측정 결과 최소한 고려 말, 조선 초로 판단되어 지금까지 민간지역에서 축조 연대가 밝혀지는 가장 오래된 돌다리임이 과학적인 방식에 의해 증명되었다.",,,전라남도 함평군 학교면 고막리 629 일원,상시 개방,연중무휴,,,,,,,,,,,,,,,고막천 석교 전망대,,무료,보물 함평 고막천 석교 (2003.03.14. 지정),,,전 연령,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
삐에르랑디공원,"삐에르랑디 공원은 진도 초평항 옆 동기미 정상에 자리하고 있는 공원이다. 이곳은 1975년 진돗개 연구차 진도를 방문한 프랑스 대사인 삐에르랑디가 바닷길이 열리는 현상을 목격하고 프랑스 신문에 ‘한국판 모세의 기적’이라고 소개함으로써 이곳을 세계에 알린 업적을 기리기 위해 그의 흉상과 함께 기념비를 세우고 공원을 조성한 곳이다.
지금도 한 해에 두세 차례 바닷길이 열리는 진도의 신비 바닷길은 근처에 전시된 사진으로도 확인할 수 있으며, 이곳에서는 모도와 금호도 사이의 바다에 떠 있는 수많은 배가 아름다운 바다와 함께 장관을 이루는 모습을 바라볼 수 있는 곳이다. 도로변에 있는 이곳은 넓은 주차장과 한쪽에 정자가 마련되어 있어 편안히 휴식을 취할 수 있고 돌계단을 오르면 흉상과 함께 전망대처럼 꾸며져 있는 탁 트인 공간이 주변 풍경을 감상할 수 있게 조성되어 있다. 진도 여행 시 들러보면 아름다운 풍경을 바라볼 수 있는 멋진 여행지이다.",,,전라남도 진도군 고군면 금계리 산215-1,상시 개방,연중무휴,가능,,,,,,,,,없음,,,,,,,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
세계 거석테마파크,"세계 거석 테마파크는 화순군 도곡면 고인돌 선사 체험장 및 오토캠핑장과 인접해 있으며 세계 각국의 고인돌을 감상할 수 있는 곳이다. 이곳에서는 우리나라 고인돌과 북한, 중국, 인도의 고인돌들 그리고 프랑스, 콜롬비아 등 서방국가의 고인돌도 만나볼 수 있다. 또한 거석의 상징인 칠레 이스터섬의 모아이 석상도 다양한 모습으로 원형보다는 작게 전시되어 있다.
이곳 테마파크는 넓은 들판에 다양한 고인돌을 전시하고 있으며 편안한 산책길과 쉼터를 조성해 놓아 누구든 편하게 이곳을 둘러볼 수 있다. 잔디마당이 잘 되어 있어 햇살이 좋은 날에는 도시락을 준비하여 피크닉을 하기에도 좋은 곳이다. 아직 잘 알려지지 않아 파란 하늘과 탁 트인 들판에서 한적하게 여유를 즐기며 둘러볼 수 있으며 근처 체험장과 오토캠핑장을 이용하기 좋은 곳이다.",,화순군 문화관광 https://www.hwasun.go.kr/culture,전라남도 화순군 도곡면 효산모산길 45-16,상시 개방,연중무휴,가능,,,,,,,,,있음(남녀 구분),,,,,,,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
화양근린공원,"화양근린공원은 엑스포공원 옆에 위치한 공원이다. 화양근린공원에는 황금박쥐관, 도원결의 숲, 무병장수의 숲 등 다양한 컨셉으로 꾸며진 곳들도 있으며 길을 따라 올라가면 함평군립도서관도 만나볼 수 있다. 화양근린공원 입구에는 넓은 주차장이 위치하고 있다.",,함평군 문화관광 https://www.hampyeong.go.kr/tour,전라남도 함평군 함평읍 곤재로 36-13,상시 개방,연중무휴,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
덕양서원(고흥),"희빈 장씨의 아들인 경종이 왕위에 오르는 것을 반대하였다가 신임사화때 사사된 좌의정 이건명을 주향으로 하는 서원이다. 영조1년(1725년) 이건명의 넋을 기리고 학문과 덕행을 기리기 위해 건립하였고, 1768년에 송연악·박유석 등을 비롯한 사림에서 주창하여 유허비를 세웠다.
이건명은 시문과 서예에 조예가 깊었으며, 특히 송설체가 뛰어났다. 그의 저술서로는 한포재집이 있다. 고종5년(1868) 흥선대원군의 서원 철폐령으로 훼철되었다가 1883년에 중건되었다. 그 뒤 유허비가 퇴락하자 1928년 이건명의 후손인 이정호와 관내 사림에서 협력하여 비각을 다시 세우고 서원을 중건하였다. 매년 음력 8월 19일에 향사를 지내고 있다.
약 300m 거리에 덕흥항이 있으며, 1.4㎞ 도보 약 5분 거리에 덕흥천문대가 있다. 차량 이용 약 3분, 2.1㎞거리에 덕흥 해변이 있어 같이 방문하여도 좋다.",,고흥문화관광 https://tour.goheung.go.kr,전라남도 고흥군 동일면 성두구룡길 132,09:00~18:00,연중무휴,가능,,,,,,,,,,,,,,,,무료,전라남도 문화유산자료 (1984.02.29. 지정),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서산사(곡성),"서산사는 곡성군 생활체육공원의 죽동저수지와 교촌마을 회관을 지나 마을 끝자락에 위치한 대한불교 조계종 제19교구 본사 화엄사의 말사이다. 절의 창건은 1935년으로 이 지방의 부호였던 정진태, 수태, 규태 삼 형제가 아버지 정일택과 어머니의 명복을 기리기 위해 세웠다가 1938년에 서산사로 바뀌었다.
서산사에는 관음전과 요사채 1동 이외에도 법당 뒤에는 참봉 정일택 부부의 영당(신불을 모신 당)과 1907년 세워진 「正三品石愚丁公日宅遺惠碑」와 「參奉丁公日宅永世不忘碑」가 서 있다.
또한 이곳에는 전라남도 유형문화유산으로 지정된 서산사 목조 관음보살좌상과 서산사 동종이 관음전에 봉안되어 있다.",,https://www.gokseong.go.kr/tour/,전라남도 곡성군 곡성읍 교촌길 71,상시 개방,연중무휴,가능,,,,,,,,,,,,,,,,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
진도 현대미술관,"진도 현대미술관은 진도군 교동 5길에 위치하고 있으며 진도의 여러 미술작품을 관람하고 체험할 수 있는 미술관이다. 진도는 다른 지역보다 미술 분야에서 업적이 많은 곳이며 그래서인지 나절로 미술관, 소전 미술관, 장전 미술관 등 많은 미술관이 있고 이곳 현대 미술관은 진도군청 가까이에 자리하고 있는 곳이다. 이곳은 진도 문화원이었던 곳을 리모델링한 곳으로 1층에는 자료실과 체험실, 사무실이 있고, 2층에는 전시실과 수장고가 있다.
진도 현대미술관은 다양한 작가들의 작품을 소개하고 있으며 전통미술부터 다양한 스타일과 장르의 작품을 감상할 수 있다. 1층 체험실에서는 학생들과 일반인들을 대상으로 예술을 즐기고 체험할 수 있는 다양한 프로그램을 제공해 주고 있고 상시 전시실이 있어 많은 작품이 전시되고 있다. 2층에는 조선 시대 수묵화와 민화, 공예품 등이 전시되어 있으며 특별 전시를 통해 분야별 기획전과 초대전 등을 통해 진도 미술 발전에 기여하고 있다. 진도를 여행하며 들러보면 좋은 미술 작품들을 감상할 수 있을 것이다.",,진도군 문화관광 https://www.jindo.go.kr/tour,전라남도 진도군 진도읍 교동5길 30,10:00~18:00 (점심 시간 12:00~13:30),매주 월요일,가능,무료,,,,,,,,,,진도 현대미술관에서 미술작품을 관람하고 1층에서 체험도 직접 할 수 있어 힐링되고 좋은곳,,,,,,,,,,,,,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,한국화 그리기
남도전통미술관,"남도 전통미술관은 진도군 의신면 운림산방로에 위치하며 운림산방 매표소 근처이다. 이곳은 남종화의 본 고장인 진도군의 많은 예술인의 전시 공간 마련을 위해 건립된 곳이다. 전통 미술관답게 외관은 한옥으로 조성되어 있으며 넓은 주차장이 마련되어 있어 누구나 편히 들어와서 관람할 수 있다. 무료로 관람이 가능한 곳이지만 미술관이 넓고 깨끗하며 전문 미술관임이 엿보이는 곳이다. 전라남도는 대한민국 남종화의 화맥이 시작된 곳이자 수묵화의 전통을 가장 잘 지켜온 고장으로 공재 윤두서, 소치 허련, 남농 허건 등 수묵화 거장들의 발자취가 곳곳에 살아 숨 쉬고 있다.
이곳에는 동양 산수화와 전통에 충실한 작가들이 자신만의 화풍으로 표현한 수묵 산수화가 가득 전시되어 있으며 수묵의 기본 재료들도 전시되어 있어 작품을 이해하는 데 도움을 준다. 수묵화뿐 아니라 채색화, 자기, 병풍, 관련 책자 등 다양한 전시물들이 있어 우리나라 미술에 대한 이해를 돕고 알아보는 데 도움이 될 것이다. 근처에 운림산방이 있어 함께 둘러보면 좋을 것이다.",,진도군 관광문화 https://www.jindo.go.kr/tour,전라남도 진도군 의신면 운림산방로 315,"- 하절기 09:00~18:00
- 동절기 09:00~17:00 (종료 30분전 입장 마감)",매주 월요일 / 설날 / 추석,가능,무료,,,,,,,,,,,,,,,,,,,,,,,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이용대 체육관,"화순군 출신인 이용대선수가 2008년 베이징 올림픽에서 금메달을 따면서 배드민턴의 인기가 선풍적으로 커졌다. 이용대 체육관은 화순군 출신의 배드민턴 국가대표 이용대선수의 인지도를 활용하여 대외적으로는 스포츠 마케팅을 강화하고, 대내적으로는 체육 시설 공간 확충으로 군민의 여가 선용 기회를 제공하고자 마련된 배드민턴 전용 구장이다. 화순군을 전국 배드민턴의 메카로 만들고자 국제 규격 9면과 국내 규격 12면의 배드민턴 전용 구장을 건립하게 된 것이다.
이곳은 배드민턴 코트와 샤워실, 탈의실 등의 시설을 구비하고 있어, 배드민턴 선수뿐만 아니라 지역 주민과 동호인들에게 체육 시설을 제공하고 있다. 배드민턴 코트를 이용할 때는 개인 라켓과 셔틀콕 등을 준비하고 반드시 전용화와 복장을 갖추어야 한다.",,,전라남도 화순군 화순읍 학포로 2698,"[평일]
- 09:00~22:00
- 09:00~19:00 선수 이용
- 19:00~22:00 일반인 이용
[주말]
- 09:00~18:00 일반인 이용
- 점심시간 12:00~13:00",매주 월요일,가능,"[개인]
- 성인 2,000원
- 중고생 1,500원
- 초등 일반요금의 50%
[단체] 20인 이상
- 성인 1,600원
- 중고생 1,200원
- 초등 일반요금의 50%",,,,,,,,,,,,,,,,,,,,,,,,,,"배드민턴 구장, 관람석, 체력단련장",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
