place,info,문의 및 안내,홈페이지,주소,이용시간,휴일,주차,입장료,review,주차 요금,이용요금,화장실,시설이용료,접근로,지체장애 기타 상세,유모차,출입통로,장애인 주차 안내,휠체어,수유실,대중 교통,지정현황,이용가능시설,판매 품목,주차요금,엘리베이터,점자 홍보물,오디오 가이드,시각장애 기타상세,객실,청각 장애 기타상세,체험가능 연령,이용 시기,수용인원,규모,관람석,할인 정보,주요시설,입실시간,퇴실시간,식음료장,객실수,예약안내,객실유형,부대시설,개장기간,대여안내,객실내 취사 여부,예약안내 홈페이지,바비큐장여부,자전거 대여 여부,노래방 여부,세미나실 여부,입점브랜드,강습안내,유아용보조의자,보유장비,큰활자 홍보물,청각장애 기타상세,점자 블록,안내 요원,보조견 동반,매표소,코스안내,영업시간,대표메뉴,취급메뉴,유도안내 설비,스포츠 시설 여부,좌석수,영유아가족 기타상세,체험
사랑나무캠핑장,사랑나무캠핑장은 강원 영월군 김삿갓면에 위치한 캠핑장으로 울창한 나무 아래 사이트에 텐트를 치고 힐링할 수 있다. 인근에 내리계곡이 흐르고 있어 캠핑과 함께 물놀이를 즐길 수 있다. 계곡의 수심은 깊지 않고 물살이 잔잔해 아이들과 물놀이하기 좋아 가족 단위로 즐기기 좋다. 계곡에서 이용할 수 있는 고무보트를 대여할 수 있다.,,http://cafe.naver.com/lovetreecamp/,강원특별자치도 영월군 김삿갓면 내리계곡로 131-12,"- 입실 14:00~21:00
- 퇴실 12:00",연중무휴,,,,,"[비수기]
- 타프사이트 50,000원
- 심플텐트사이트 60,000원
[성수기]
- 타프사이트 65,000원
- 심플텐트사이트 75,000원
[극성수기]
- 타프사이트 80,000원
- 심플텐트사이트 90,000원
※ 자세한 사항은 홈페이지 참조 및 전화 문의 요망",있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
별마로빌리지캠핑장,맑은 공기와 청정계곡으로 유명한 별마로캠핑장은 캠핑장과 펜션을 함께 운영하고 있다. 캠핑장 앞의 물놀이하기 좋은 계곡은 수심이 깊지 않아 어린이들이 안전하게 물놀이를 즐길 수 있다. 다양한 어종을 만나는 민물낚시를 즐길 수도 있다. 네비게이션으로 별마로빌리지를 검색할 때 경유지로 와석재 터널을 검색하고 오면 굽이진 산길을 피해 올 수 있다고 공식 홈페이지에서 말하고 있으니 참고해야 한다.,,http://starmaro.com/,강원특별자치도 영월군 김삿갓면 영월동로 1954-40,"- 입실 13:00
- 퇴실 12:00",,,,,,"[비수기]
- 캠핑 40,000원~60,000원
- 신관 펜션 180,000원~250,000원
- 구관 펜션 250,000원
※ 자세한 사항은 홈페이지 참조 및 전화 문의 요망",있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마가리캠핑장,메밀의 고장 평창 봉평면에 위치한 마가리캠핑장은 해발 700m에 위치한 캠핑장이다. 숲과 계곡이 쾌적하여 가족 단위로 많이 찾는 곳이다. 선착순 예약 방식으로 캠핑장에 도착한 순서대로 사이트를 선택할 수 있다. 하늘로 우뚝 솟은 전나무 아래 사이트에 텐트를 치고 맑은 계곡에서 물놀이를 즐길 수 있다.,,http://cafe.naver.com/campmagary,강원특별자치도 평창군 봉평면 전나무골길 224-10,"- 입실 12:00
- 퇴실 12:00",연중무휴,,,"캠장님 엄청 부지런하시고 한적하니 숲속에 들어와 있는것처럼 편안하게 쉬다가 왔어요, 화장실, 샤워실 정말 깨끗해요 쉬러 푹 쉬고 싶을때 다시 가고싶네요",,"- 비수기 50,000원
- 성수기 70,000원
※ 자세한 사항은 홈페이지 참조",있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
리버힐즈오토캠핑장,"강원도 영월 리버힐즈 캠핑장은 선착순으로 사이트를 배정받는 캠핑장이다. 캠퍼들의 취향에 맞춰 캠지기가 적당한 사이트를 추천해주기도 한다. 커다란 나무들이 많아 자연스럽게 나무 그늘 아래서 캠핑을 즐길 수 있다. 또한 풍광이 좋은 치악산 자락에 위치하고 있고 서마니강이 굽이쳐 흐르는 1만 평 이상의 강변 부근에 캠핑장 부지가 자리 잡고 있어 캠핑과 함께 등산과 낚시, 물놀이를 즐길 수 있다. 부대시설로는 화장실, 샤워실, 개수대, 매점이 있다. 캠핑장 인근 명소로는 법흥사, 별마로 천문대, 고씨굴, 한반도지형, 청령포 등이 있다.",,http://www.riverhills.kr/,강원특별자치도 영월군 무릉도원면 도원운학로 1043,"- 입실 13:00
- 퇴실 12:00",연중무휴,,,,,"- 오토캠핑 50,000원
- 오토캠핑 두가족 100,000원
- 오토캠핑 세가족 150,000원
※ 자세한 사항은 홈페이지 참조 및 전화 문의 요망",있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
계방산오토캠핑장,"청정지역 평창의 계방산의 자연휴양림 속에 위치한 캠핑장으로 평창군에서 운영하고 있다. 계방산 등산로 자락에 위치하고 있어 등산을 즐기기도 좋다. 오토캠핑뿐 아니라 카라반, 통나무집, 방갈로 등 다양한 사이트를 구비하고 있다. 도심을 벗어나 평창의 맑은 계곡물이 흐르는 깊은 산속에서 풍부하고 아름다운 자연경관을 만끽할 수 있는 캠핑장이다.",,,강원특별자치도 평창군 용평면 이승복생가길 160,"- 입실 14:00
- 퇴실 11:00",연중무휴,,,,,"- 카라반 120,000원
- 오토캠팽 25,000원~35,000원
- 펜션 70,000원~80,000원
※ 자세한 사항은 전화 문의 요망",있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
갈천오토캠핑장,갈천 오토캠핑장은 양양 갈천리에 위치한 역사가 깊은 캠핑장이다. 개장한 지는 오래되었지만 꾸준히 개보수를 하면서 자연과 어울려 잘 유지되고 있어 재방문이 많은 인기 있는 캠핑장이다. 동해 바다와 가까워 해산물과 회를 구입하여 캠핑 오기 편리하다. 사이트들은 소나무 숲 속에서 인위적이지 않게 나무들과 어울려 배치되어 그늘이 많고 정취가 있는 곳이다.,,http://cafe.naver.com/galchunauto/,강원특별자치도 양양군 서면 구룡령로 1103-12,"- 입실 11:00
- 퇴실 12:00",연중무휴,,,,,"- 오토캠핑 45,000원
- 데크 50,000원
※ 자세한 사항은 홈페이지 참조 및 전화 문의 요망",있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
감악산캠핑숲,"감악산캠핑숲은 강원도 원주시에 위치하고 있다. 이름처럼 그늘과 계곡을 끼고 있는 숲 캠핑장이다. 아이들이 즐길 수 있는 놀이시설, 놀이터와 책방, 영화상영관 등이 있다. 나무 그늘 아래 타프가 설치되어 있어 여름에 더 시원하게 캠핑을 즐길 수 있다. 또한 다양한 이벤트를 진행하고 있어 온 가족이 즐거운 시간을 보낼 수 있다.",,http://cafe.naver.com/gamaksancamp,강원특별자치도 원주시 신림면 신림황둔로 714,"[오토캠핑]
- 입실 13:00
- 퇴실 12:00
[방갈로]
- 입실 14:00
- 퇴실 11:00
[카라반]
- 입실 13:30
- 퇴실 12:00",연중무휴,,,,,"- 오토캠핑 50,000원~100,000원
- 방갈로 130,000원
- 카라반 100,000원
※ 자세한 사항은 홈페이지 참조 또는 전화 문의 요망",있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상원사(원주),"상원사는 치악산 남대봉(1,182m) 기슭에 위치한 사찰로, 100평 남짓한 돌바닥 위에 세워져 있다. 절 앞 바위틈에서는 샘물이 솟고, 그 앞 40여 m 벼랑 끝에는 희귀한 계수나무 세 그루가 서 있다. 치악산의 이름 유래가 된 은혜 갚은 꿩 전설이 이 절에서 비롯되었다. 상원사는 신라시대 창건된 것으로 추정되며, 현재는 대웅전·심우당·심검당·범종각·산신각 등이 문화유산자료로 지정되어 있다. 쌍탑은 신라 석탑의 양식을 따르며, 연꽃봉오리 형상의 상륜부는 보기 드문 구조로 문화적 가치를 지닌다.",,https://www.wonju.go.kr/tour/index.do,강원특별자치도 원주시 신림면 성남로 930 (신림면),상시 개방,연중무휴,가능,무료,"#원주8경명소#치악산 남대봉 산행# 기도일출명소#꿩과구렁이설화전래도량#일출명상템플스테이# 교통편: 중앙고속도로 신림IC에서 내려 성남리 방향으로 진입 → 성황림, 성남 탐방지원센터, 소롯길 카페를 지나 상원사 주차장까지 이동 → 주차장에서 계곡길 따라 약 2.7km 산행(약 1시간 30분 소요). 눈덮인 산사를 보고싶어 가본 오대산상원사. 적막함 속에서 들리는 건 작은새들의 지저귐과 지붕에서 떨어지는 눈폭탄 소리뿐이더군요. 복잡한 마음을 다 내려놓을 수 있어 좋았습니다 2019년 강원도 평창군 진부면 “오대산(五臺山)에 있는 상원사”를 다녀온 뒤라 “상원사”에 대하여 친숙함도 있고 최근 원주 여행에 빠져들어 원주 8경중 3경인 “은혜갚은 꿩의 전설, 치악산의 남쪽 끝 남대봉(1,182m) 기슭에 있는 상원사”를 다녀왔습니다. 치악산의 남쪽 끝 남대봉(1,182m) 상원사가 생각보다 높은 곳에 위치 하였으니 저같이 등산 초보 분들은 사전 운동? 과 ...
더보기",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
어반슬로우시티,"춘천 남면에 위치한 어반 슬로우시티는 3면이 산이며 앞은 강이 있어 캠핑장 자체가 프라이빗하며 힐링 가득한 감성 캠핑과 수상 레저를 동시에 즐길 수 있는 캠핑장이다. 감성 카라반 4동, 리얼 감성 글램핑 12동, 풀옵션 글램핑 2동, 오토캠핑 23 사이트와 카페, 마켓, 럭셔리하고 감각적인 공용 샤워실 및 화장실, 수영장, 잔디 구장, 모래놀이를 갖추고 있다. 5㎏ 이하 반려견 1마리는 입장 가능하다.",,https://www.instagram.com/urbanslowcity_official/,강원특별자치도 춘천시 남면 가옹개길 108,"[캠핑]
- 입실 13:00
- 퇴실 12:00
[글램핑]
- 입실 15:00
- 퇴실 11:00",연중무휴,,,,,"- 풀옵션 감성 카라반 129,000원~219,000원
- 풀옵션 감성카라반 당일피크닉 89,000원~99,000원
- 풀옵션 글램핑 169,000원~289,000원
- 유니온 데크 50,000원~70,000원
- 리버 데크 60,000원~80,000원
※ 자세한 사항은 홈페이지 참조 및 전화 문의 요망",있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
힐링스토리캠핑장,하늘을 가리는 나무숲 속에 자리한 횡성 힐링스토리 캠핑장. 놀이터나 계곡 물놀이보다 숲속에서 차분하게 힐링할 수 있다. 넓고 쾌적한 사이트의 캠핑장이다. 무더운 여름에도 시원하게 즐길 수 있으며 관리가 잘 되고있어 청결이 좋다는 리뷰가 지배적이다. 잠시 도심에서 벗어나 숲속의 풀향을 맡고 지저귀는 자연의 소리를 들으며 힐링할 수 있는 최적의 장소이다.,,https://cafe.naver.com/healingstoryhs/,강원특별자치도 횡성군 서원면 금대1길 24-68,"- 입실 13:00
- 퇴실 11:00",연중무휴,,,,,"50,000원~140,000원
※ 자세한 사항은 홈페이지 참조 및 전화 문의 요망",있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용골송어와캠핑,"강원도 평창 송어회로 유명한 용골캠핑장은 계곡과 나무 그늘이 좋은 캠핑장이다. 아이와 함께 방문한 가족 캠핑객들을 위한 피자 만들기, 송어 잡기 체험, 영화 상영 등과 같은 이벤트가 있다. 캠핑, 카라반, 펜션 모두 이용 가능하다. 인근에는 허브나라, 월정사, 용평스키장, 양떼목장 등 다양한 즐길거리와 관광명소가 있어 연계관광이 가능하다.",,http://cafe.naver.com/yonggol//,강원특별자치도 평창군 용평면 운두령로 767-17,"- 입실 14:00
- 퇴실 12:00",연중무휴,,,,,"[펜션]
- 메종드용골 200,000원
- 금실 150,000원
[카라반]
- 콜멘 170,000원
- 스타 130,000원
[오토캠핑]
- 앞마당 50,000원
- 뜨락 60,000원
- 아랫여울두가족 100,000원
- 아랫여울 50,000원
※ 자세한 사항은 홈페이지 참조",있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산골캠핑장,"산골캠핑장은 강원도 영월 법흥계곡 상류에 있다. 계곡을 끼고 있고 소나무 숲으로 되어 있어 산골캠핑장 이름답게 숲을 즐길 수 있다. 캠핑장에서 1분 거리의 계곡을 바로 이용할 수 있고 수심은 1m 내외로 어린아이와 어른들이 충분히 함께 물놀이를 즐길 수 있다. 인근에는 법흥사, 법흥계곡, 요선암돌개구멍 등이 있어 연계관광이 가능하다.",,http://cafe.naver.com/sangol293/,강원특별자치도 영월군 무릉도원면 백년계곡길 158,"- 입실13:00
- 퇴실 12:00",연중무휴,,,,,"- 두가족 사이트 100,000원
- 세가족 사이트 150,000원
- 오토캠핑 50,000원
※ 자세한 사항은 홈페이지 참조 및 전화 문의 요망",있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
횡성초보캠핑장,"횡성 초보오토 캠핑장은 푸른 산으로 둘러싸여 있으며, 아래로는 맑은 계곡물이 흐르는 자연힐링캠핑장이다. 사이트 바로 앞으로 까마득한 절벽이 서 있고 절벽 아래로 맑디 맑은 계곡물이 흐른다. 마치 협곡 속에 들어와 있는 느낌이다. 인근에 위치한 고산 낚시터에선 낚시, 원주 레일파크에선 레일바이크, 한솔 오크밸리에선 스키, 눈썰매, 골프 등을 즐길 수 있다.",,http://cafe.naver.com/chobocamping13.cafe,강원특별자치도 횡성군 서원면 취석2길 187,"[데크·파쇄석]
- 입실 14:00
- 퇴실 13:00
[카라반]
- 입실 15:00
- 퇴실 11:00",연중무휴,,,,,"- 카라반 120,000원
- 단독사이트 65,000원
- 캠핑A사이트 55,000원
- 캠핑B사이트 75,000원
※ 자세한 사항은 홈페이지 참조",있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
상우농장야영장,"강원도 영월에 위치한 상우농장캠핑장은 넓은 잔디밭과 맑은 계곡을 즐길 수 있는 곳이다. 어린이를 위한 캠핑장을 조성하기 위해 다양한 행사를 준비하였는데 비행기 날리기 대회, 어린이 돈가스 행사, 영화상영과 팝콘행사 등이 준비되어 있다. 그리고 캠핑장이 법흥계곡가에 자리하여 시원한 물놀이를 즐기며 여름철 더위를 식힐 수 있다. 법흥계곡은 어린이가 놀기 좋은 얕은 곳과 어른도 이용이 가능한 수심이 깊은 곳이 존재하여 온 가족이 함께 물놀이를 즐길 수 있다. 캠핑장 부대시설로는 트램펄린, 자전거, 수레 등의 놀거리와 개수대, 화장실, 샤워실 그리고 매점이 준비되어 있다. 캠핑 이용 시 겨울 장박도 가능하며 반려견 동반은 불가하다.",,https://cafe.naver.com/bluer3hbs/,강원특별자치도 영월군 무릉도원면 무릉법흥로 994-23,"- 입실 13:00
- 퇴실 12:00",연중무휴,,,,,"50,000원~170,000원
※ 자세한 사항은 홈페이지 참조 및 전화 문의 요망",있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
치악산한다리골캠핑장,"강원도 원주 치악산에 있는 한다리골 캠핑장은 사이트마다 지붕이 설치되어 있어 갑작스러운 날씨 변화에도 안심하고 캠핑을 즐길 수 있다. 치악산에서 흐르는 맑은 계곡과 에어바운스 놀이장이 아이들을 유혹한다. 치악산 국립공원, 횡성 한우마을과 근접해 있으며 박경리문학공원, 소금강 출렁다리, 오크밸리 스키장, 뮤지엄 산 등 가까운 거리에 주변 관광지도 쉽게 이용할 수 있다.",,http://www.치악산캠핑장.kr/,강원특별자치도 원주시 소초면 백교길 84-15,"- 입실 13:00
- 퇴실 12:00",연중무휴,,,,,"[캠핑]
- 11월~4월 55,000원
- 5월~10월 60,000원
[펜션] 150,000원
[캠핑사이트] 60,000원~80,000원
※ 자세한 사항은 홈페이지 참조 또는 전화 문의 요망",있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
폭포가있는캠핑장,"폭포가있는캠핑장은 백담사와 황태로 유명한 강원도 인제에 위치한 캠핑장이다. 52동의 캠핑 사이트를 보유하고 있으며 캠핑장 바로 앞에 위치한 폭포와 캠핑장 전용 계곡을 즐길 수 있는 곳이다. 사이트별 전기단자 시설이 있으며 화장실, 샤워실, 개수대, 매점 등의 편의 시설도 갖추고 있다. 속초시와도 20분 거리에 있어 캠핑 외에도 다양한 관광을 할 수 있다.",,http://www.mannacamp.co.kr/,강원특별자치도 인제군 북면 미시령로 1312,"- 입실 13:00
- 퇴실 11:00",연중무휴,,,,,"- 카라반 50,000원
- 캠핑장 40,000원
- 황토방 80,000원
- 돔텐트존 80,000원
- 벨텐트존 120,000원
※ 자세한 사항은 홈페이지 참조 또는 전화 문의 요망",있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
속초밤하늘글램핑,"속초 밤하늘 글램핑장은 속초 시내와 멀지 않아 접근성이 좋으나 바다는 보이지 않는 숲 뷰 캠핑장이다. 저녁 시간이면 조명으로 감성적인 분위기를 연출한다. 일부 반려견 동반 가능한 객실은 반려견과 함께 이용할 수 있다. 각 텐트 내 단독으로 사용 가능한 화장실, 샤워시설, 주방이 있어 보다 편리하게 이용할 수 있다. 또한 미니 농장에서 상추, 깻잎, 고추, 옥수수 등 농작물을 수확할 수도 있다.",,http://sokchonightsky.kr/,강원특별자치도 속초시 장성천길 151 (장사동),"- 입실 15:00
- 퇴실 11:00",연중무휴,,,설악산이 잘 보이는 곳에 위치해있고 가성비가 좋아요 숙소가 복층으로 되어 있어서 아이들이 좋어했어요 가격도 1박에 10만 초반대라 부담 없이 다녀왔네요 따뜻하게 고기도 구워먹을 장소도 있어요,,"[글램핑]
- 은하수 69,000원~149,000원
- 북극성 79,000원~159,000원
- 오리온 59,000원~139,000원
[펜션]
- 캐빈하우스 69,000원~159,000원
- 그레이 99,000원~279,000원
※ 자세한 사항은 홈페이지 참조 및 전화 문의 요망",있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
프라임캠핑장,"프라임 캠핑장은 강원도 춘천하고 있다. 용화산 자연휴양림의 맑고 청정한 기운을 느낄 수 있다. 또한 용화산에서 내려오는 계곡물이 흐르는 수영장 시설이 있으며 데크가 설치되어 보다 안전하고 편안한 물놀이를 즐길 수 있다. 넓은 정원, 캠핑장과 계곡 사이에 꾸며진 데크, 곳곳에 아기자기한 포토존 등 즐길 거리가 풍부한 캠핑장이다.",,https://cafe.naver.com/yhprimecamping,강원특별자치도 춘천시 사북면 사여골길 25,"- 입실 14:00
- 퇴실 12:00",연중무휴,,,,,"- 캠핑사이트 40,000원~45,000원
- 프라임하우스 80,000원~90,000원
- 당일 피크닉 30,000원
※ 자세한 사항은 홈페이지 참조 또는 전화 문의 요망",있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
