place,info,문의 및 안내,홈페이지,주소,이용시간,휴일,주차,주차 요금,이용요금,규모,할인 정보,접근로,출입통로,장애인 주차 안내,엘리베이터,화장실,지체장애 기타 상세,review,이용가능시설,입장료,지정현황,체험가능 연령,수유실,휠체어,점자 홍보물,시설이용료,주차요금,대중 교통,유모차,판매 품목,객실,주요시설,부대시설,강습안내,오디오 가이드,영업시간,대표메뉴,취급메뉴,관람석,개장기간,수용인원,대여안내,보유장비,시각장애 기타상세,점자 블록,보조견 동반,유도안내 설비,입점브랜드,코스안내,입실시간,퇴실시간,객실내 취사 여부,객실수,객실유형,세미나실 여부,예약안내,예약안내 홈페이지,안내 요원,식음료장,홍보물,이용 시기,유아용보조의자,영유아가족 기타상세,체험
"무극장 / 무극시장 (5, 10일)","무극시장은 상가주택건물형의 중형시장이다. 평소에는 상설시장으로 운영되며 매월 5일, 10일 단위로 장이 크게 서는 시장이다. 시장 천장에는 아케이드가 설치되어 있어 비나 눈이 내려도 편안하게 장을 볼 수 있다. 다양한 농수산물과 간식거리, 생활 필수용품 등 다양한 품목이 있다. 그리고 무극시장 고객지원센터 2층에 무인카페가 자리해 있는데 저렴한 가격에 음료를 마실 수 있다.",,https://blog.naver.com/PostList,충청북도 음성군 금왕읍 금석로75번길 5,점포별 상이,점포별 상이,가능,,,"시장연면적 4,565㎡ / 점포수 142개",,출입구까지 턱이 없어 휠체어 접근 가능함,주출입구는 턱이 없어 휠체어 접근 가능함_무장애 편의시설,,,,,,,,,,,,,,,,,고추 / 인삼등의 농산물 / 생활필수품 등,,,,,,,,,,,,,,,,동반가능_시각장애인 편의시설,,,,,,,,,,,,,,,,,,
농민문학기념관,"농민문학기념관은 우리 농촌 현실과 농민의 애환을 형상하는 농민문학의 자료수집, 정리보관, 전시 그리고 농민문학 작가들의 만남과 나눔의 공간이다. 장편소설 『땅과 흙』으로 제1회 무영문학상을 수상 한 소설가 이동희의 충북 영동군 매곡면 노천리 생가를 복원했으며 소박한 흙벽과 너와지붕을 갖고 있다. 1층에는 창작실과 전시실 사랑이 텃밭을 면하여 있고 2층에는 자료실, 귀경재, 세미나실이 있으며 남쪽 창으로는 핏들과 황악산이 보인다. 2층 귀경재에는 이무영, 유승규, 오유권, 박경수를 비롯한 농민소설가와 김용호, 구상, 권웅, 엄한정 등 향토적 시인의 생애와 작품 자료를 비롯한 농민문학 작가 작품 자료, 충북 영동 지역 작가 작품 자료, 작가 이동희의 문학과 삶을 일람할 수 있는 발표작품, 저서, 원고 교정쇄, 창작노트, 취재답사노트, 사진 테이프 등이 배치되어 있으며 그 외에 강의노트, 교재, 지도, 논문, 그리고 남북한의 문학지, 동인지, 북한 작가 작품 자료 등으로 구성되어 있다. 농민문학기념관은 2005년 개관했으며 농민의 이상과 농촌 현실을 한국 고유의 정서로 표출한 농민문학을 발전시키며 가장 한국적인 문학이 세계문학이 된다는 신념을 실천하고 있다.",,,충청북도 영동군 매곡면 노천2길 5-1,10:00~18:00,매주 월요일,가능,무료,무료,부지면적 933㎡ / 건축연면적 168㎡ / 전시면적 100㎡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100명 수용 가능,,,,,,,,,,,,,,,,,,,,,,,"[농민문학 체험]
- 작품 쓰기 / 작품 감상 / 포럼 외"
미륵대흥사(단양),"충청북도 단양팔경을 배경으로 위치한 미륵대흥사는 대한불교 조계종 제5교구 본사인 법주사의 말사이다. 646년 자장율사가 양산 통도사와 함께 창건한 사찰이다. 한때 건물이 200칸을 넘고 수도승만 천여 명이 있던 대가람이었다 하나, 안타깝게도 1876년 불에 탄 이후 폐사되었던 것으로 추정된다.
2001년부터 원로 스님인 월탄 대종사가 중창의 원력을 세우시고 불사에 온 힘을 기울여 많은 건물을 완공했다. 산길을 따라 10분 정도 걸어 올라가면 있는 미륵전에는 7 존불로 둘러싸여 있는 나무미륵존불이 있고, 600m 떨어진 곳에 원통암에는 칠성바위라는 소원바위가 있다.
현재 대흥사에서는 부처님의 가르침을 모든 이에게 알려주고자 다양한 템플스테이를 운영하고 있다. 체험형 템플스테이는 산사에서 들려오는 풍경소리를 벗 삼아 스님과 대화하며 참 나를 찾아가는 프로그램이다. 미륵전으로 물 따라 바람 따라 자연명상을 체험하고 108배 수행을 실천하는 프로그램을 통해 자기 자신을 올바르게 바라보고, 스트레스를 내려놓아 행복한 삶을 찾아가도록 돕고 있다. 휴식형 템플스테이는 편안하게 몸과 마음의 휴식을 취하고 자기 자신만의 시간을 갖는 프로그램으로 공양시간 외의 모든 일정은 자율 참석이다.",,,충청북도 단양군 대강면 황정산로 423,상시 개방,연중무휴,가능,,,,,,,,,있음,,,,,,전 연령,,,,※ 템플스테이 이용요금 전화 문의,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,템플스테이
코리아크래프트브류어리,"충청북도 음성군에 위치한 ‘코리아 크래프트 브류어리’는 국내 병입 크래프트 맥주의 첫 선을 보인 수제 맥주공장으로 맥주 브랜드인 ‘아크(ARK)’를 생산하고 있다. 다채로운 맛과 풍미, 철학을 담아 한국 맥주의 수준을 한 단계 높여주는 아크의 클래식 라인과 한국에 대한 신선한 해석을 보여주는 지역 맥주 시리즈가 이곳에서 탄생한다. 코리아 크래프트 브류어리는 브류 하우스를 둘러볼 수 있는 여러 종류의 이색 투어 프로그램을 진행한다. 브류어리 투어 프로그램을 통해 맥주의 생산 과정을 직접 눈으로 보고, 들으며 이해할 수 있고, 숙성실에서 갓 뽑은 생맥주를 맛볼 수도 있다. 투어 일정은 매달 말 홈페이지를 통해 확인이 가능하며, 브류어리 방문이 어려운 사람들을 위해 특별 프로그램으로 서울 ↔ 브류어리 간 버스 이용권 및 투어가 포함된 프로그램도 운행하고 있으므로 각 일정에 대해 확인 및 예약 후 방문하는 것이 좋다.",,https://www.koreacraftbrewery.com/tour,충청북도 음성군 원남면 원남산단로 97,09:00~18:00,"매주 토요일, 일요일",가능,,,,,출입구까지 단차가 없어 휠체어 접근 가능함,주출입구는 단차가 없어 휠체어 접근 가능함,장애인 전용 주차구역 있음(1개)_무장애 편의시설,,,휠체어 접근 가능한 식음업장 있음,언제나 코로나가 잠잠해져서 체험이 가능할까요?ㅠ.ㅠ 주말에 괴산 갔다가 들려보려했더니~ㅠ.ㅠ 꼭 가보고싶었던 곳인데 안타깝네요.흑흑,,,,,,,,"- Brewery Tour 20,000원
- Brewing Tour 50,000원
※ 자세한 사항은 홈페이지 참조",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충북문화관,"충북문화관은 1939년 건립된 충북도지사 관사가 긴 역사를 뒤로하고 도민들이 자유롭게 이용할 수 있는 창조적이고 미래지향적인 문화예술 공간으로 탈바꿈된 곳이다. 근대문화유산인 충북문화관은 역사와 건축적 상징성을 간직하고 과거, 현재, 미래가 공존하는 공간으로서 문화의 집, 북카페, 숲속갤러리, 야외공연장을 갖춘 충북의 역사와 문화, 예술의 향기가 가득한 도심 속 문화예술공간이다. 지역문화의 거점공간으로서 예술가와 도민의 문화적 향유의 여망을 충족시키면서 도심 속 문화예술 공간으로서의 역할을 펼쳐 나아가고 있다.

(출처: 충북문화관 홈페이지)",,https://www.cbfc.or.kr/cc,충청북도 청주시 상당구 대성로122번길 67 충청북도지사관사,"[하절기(3월~10월)]
- 주중 10:00~19:00
- 주말 10:00~18:00
[동절기(11월~2월)]
- 주중 10:00~18:00
- 주말 10:00~17:00",매주 월요일 / 1월 1일 / 설·추석 연휴,가능,,무료,,,"문화시설 부지 넓음. 이동경로가 넓어 휠체어, 전동 스쿠터 사용자 손쉽게 이용 가능
내부 턱 있음.","출입통로 형태 : 여닫이문.
출입통로가 넓어 휠체어, 전동 스쿠터 진입 쉬움.
손잡이 있음. 경사로 있음.","장애인 전용 주차구역 주차 대수 : 2대
해당 문화시설에 미리 연락하여, 문화관 출입구쪽에 임시 주차 가능.
문화시설까지의 거리 : 약 70m.","엘리베이터 있음(수동식, 2층건물)",장애인 화장실 있음,,"도지사 관사는 지금 내부수리중이라 입장이 불가하네요. 같은 공간에 숲속갤러리가 있는데 소소하게 보기 좋습니다. 문화관 주변과 길이 예쁘고, 길에 작품들이 놓여져있어 볼거리도 제공합니다 충북문화인들에대한설명도잘되어있고,관사였던이곳의집구성에대해서도잘설명되어있어요 여행하다힘드실때잠시책보면서쉴수도있습니다 좋아요 문화해설도 있습니다",,,,,,,,,,대중교통 없음.,,,,,,,,,,,,,,,,,점자블록 있음(주출입구)_시각장애인 편의시설,,,,,,,,,,,,,,,,,,,
충주 단호사 삼층석탑,"충주 단호사 삼층석탑은 충주시의 사찰 단호사 대웅전 앞뜰에 자리한 석탑이다. 단호사는 달래 강정원길 인근의 민가에 자리한 곳으로 산속이 아닌 평지에 자리한 사찰이다. 조선 후기 숙종 때 약사라는 이름으로 창건한 사찰이며 1954년 단호사로 개칭하였다. 이곳에 있는 삼층 석탑은 현재의 자리가 원래의 터로 보인다. 1층 기단 위에 탑신부가 놓여 있다. 기단의 각 면에는 모서리와 가운데에 기둥 모양의 조각을 새겼는데, 일부가 부서져 있다.
1층 몸돌은 제법 높으며 4층 몸돌 일부로 보이는 석재가 놓여 있어 5층 탑이었을 것으로 짐작되기도 한다. 각 지붕돌은 두껍고 투박한 모습으로 경사면이 급하게 처리되었고, 밑면에는 3단씩의 받침을 두었다. 충주 지방의 탑들이 대부분 산 위에 놓여 있는데 이 탑은 평지에 놓여 있어 색다르다. 규모는 작으나 격식을 갖춘 안정감 있는 석탑으로, 1층 기단과 지붕돌의 모습으로 보아 고려 후기에 세운 탑으로 추측된다. 단호사에는 삼층석탑 외에도 불상 등 다양한 불교 문화재를 소장하고 있다.",,"충주시 문화관광 https://www.chungju.go.kr
국가유산청 https://www.heritage.go.kr/",충청북도 충주시 충원대로 201 (단월동),상시 개방,연중무휴,가능,,,,,,,,,있음,,,,,충청북도 유형문화유산 충주 단호사 삼층석탑 (1980.11.13. 지정),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충주 숭선사지 당간지주,"충주 숭선사지 당간지주는 숭선사지 입구에 서 있는 당간지주이다. 숭선사는 954년에 건립되어 조선 후기에 폐사된 것으로 추정되는 고려 시대 국찰이다. 충주 신덕 저수지를 지나 문숭리로 들어서면 숭선마을회관 앞에 높다란 돌이 서 있는데 이것이 숭선사지 당간지주이다. 당간지주는 절 입구에 불화를 그린 깃발을 꽂은 장대를 지지하는 구조물로 이곳이 신성한 지역임을 알려주는 것이다. 원래는 동서로 나란히 섰던 당간지주로 2기였으나 현재 서쪽의 것만 남아있다. 동쪽 지주는 일제강점기 때 일인들에 의해 마을 앞 교각의 자재로 사용되었다가 신덕저수지를 조성할 때 수몰되었다고 전해진다. 동쪽 지주를 자른 사람이 화를 입었기에 그나마 서쪽 지주가 보존되었다고 전한다.
지주의 높이는 420m로 숭선사의 규모가 컸음을 짐작할 수 있으며 지주가 위치한 곳부터 사찰의 초입이었음을 알 수 있다. 비록 당간지주의 한쪽은 없어졌지만 남아있는 지주는 당시 숭선사지의 규모를 추측해 볼 수 있는 귀중한 자료이다.",,국가유산청 https://www.heritage.go.kr/,충청북도 충주시 신니면 숭선길 56,상시 개방,연중무휴,,,,,,,,,,,,,,무료,충청북도 문화유산자료 충주 숭선사지 당간지주 (2004.09.17. 지정),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충주 강천리 석조여래입상,"충주 강천리 석조여래입상은 조선 시대의 석조 여래 입상이다. 이 석불은 불신이 네모난 평판석에 가까우며 옷 주름의 조각이 소략한 상이다. 얼굴은 마모가 심하여 정확한 모습을 알 수 없으나, 둥근 눈과 작은 코를 볼 수 있다.
원래는 인근의 산 중턱에 2기가 있었다고 하나 1기는 보이지 않고 1기만 잡초가 많은 수풀 속에 방치되어 있어서 지금의 자리로 옮겨와 돌로 쌓은 나지막한 축대 위에 시멘트로 기단을 만들어 그 위에 두었다. 2기가 있었다면 사찰에 모신 불상이 아니라 당 신앙이나 풍수 비보 목적 또는 민간에서 미륵으로 모신 민불일 것이다. 강천리 서음마을 뒤쪽의 깊숙한 곳에 있으며 나무로 둘러싸인 길가에 있어 찾는 이들이 많지 않은 곳이다. 서음마을 주변에는 기왓조각이 산재해 있으며 조선 시대에 만들어진 불상이지만 고려 시대의 지방 양식을 잘 반영하고 있다.",,국가유산청 https://www.heritage.go.kr,충청북도 충주시 앙성면 강천리 산 2-1,상시 개방,연중무휴,,,,,,,,,,,,,,,충청북도 문화유산자료 충주 강천리 석조여래입상 (2006.03.03. 지정),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
벌랏한지마을,"벌랏한지마을은 임진왜란 때 피난 와 정착 화전하며 생계를 영위한 곳으로, 닥나무로 한지를 생산하는 마을이었으며 잡곡과 과일이 풍성하고 1987년부터 1992년까지는 잠업으로 번창한 곳이었다. 벌랏이라는 지명은 마을전체가 골짜기로 발달되어 주위가 대부분 밭이고 논은 거의 없는 마을이며 수몰 전 금강의 벌랏나루가 있어 지금의 벌랏마을로 불리게 되었다. 자연환경보전 지역의 수자원보전지역으로 신축된 건물이나 개발이 없이 자연과 인간이 조화롭게 살아가고 있는 대한민국에서 몇 안되는 청정지역이며, 사방이 산으로 둘러 쌓인 작고 소박한 마을이다. 마을 내에는 벌랏나루터, 당산나무, 샘봉산 등이 있다.",,http://bulat.cheongju.go.kr,충청북도 청주시 상당구 문의면 소전리 111-1,"상시 개방
※ 자세한 사항은 전화문의 요망",연중무휴,가능,,,,,,,,,있음,,,,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
영동 흥학당,"영동 흥학당은 충주 박 씨 종중에서 후손들에게 학문을 가르치기 위해 지은 서당으로 많은 인재를 배출하였다. 선영 아래에 지었기 때문에 자손들의 작업장으로, 묘소에 향사할 때 재실의 역할로도 사용되었다. 1520년(조선 중종 15)에 박 씨 가문의 목사공 등 3형제가 당시 황간현감 박영(1471∼1540) 선생에게 배울 때 선생의 지시에 의해 처음 지었다. 「흥당학기」에 의하면 1709년(숙종 35)과 1735년(영조 11), 1869년(고종 6)에 각각 중수하였다.
영동 흥학당은 앞면 4칸, 옆면 2칸의 규모를 가진 남향건물이다. 지붕은 옆면이 여덟 팔(八) 자 모양과 비슷한 팔작지붕이며, 중앙 2칸은 우물마루로 깔아 넓은 대청으로 이용하였다. 양 끝방은 온돌방으로 만들었다.",,https://yd21.go.kr/tour/,충청북도 영동군 매곡면 내동1길 44,상시 개방,연중무휴,불가능,,,,,,,,,,,,,무료,충청북도 유형문화유산 영동 흥학당(1986.04.28. 지정),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충북학생종합수련원,"충북학생종합수련원은 굽이도는 미호천과 포근한 취적대에 둘러싸인 충청북도교육청 산하 직속기관이다. 자연의 품에서 동행하며 꿈을 찾는 청소년을 육성하기 위하여 자기성장 지원 교육, 창의적 체험활동, 안전교육, 교육복지, 역량 강화 사업을 실시하고 있다. 충북 진천에 위치한 본원에서는 진천 지역 일대를 탐험하며, 자연 속 경험으로 바른 인성을 가진 미래 인재 육성을 위한 프로그램을 운영하고 있다.",,https://www.cbstc.go.kr/home/main.php,충청북도 진천군 문백면 농다리로 536-41,,공휴일,주차 가능,,"이용요금은 수시로 변동될 수 있으며, 자세한 사항은 홈페이지 참조 요망 http://www.cbstc.go.kr/sub.php?menukey=33",,,,,,,,,,,,,,,,,,,,,,,"교원숙소, 강당, 샤워장, 야외교육장 외",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
속리산조각공원,"속리산조각공원은 1997년 10월 속리산관광협회에 의해 조성됐으며, 속리산을 찾는 탐방객에게 볼거리와 문화 관광 서비스를 제공하고 안락한 휴식공간이 되고 있다.
속리산국립공원 잔디공원 내에 조성된 공원으로 넓이는 약 2만 4000㎡이며, 김석우의 ‘하늘과 땅의 교감’, ‘양현조의 동심의 고향’, 이상필의 ‘정’ 등 충청권의 대표적인 작가 27명의 작품 27점이 전시되어 있어, 속리산을 찾는 관광객에게 예술작품을 감상할 수 있게 한다. 또한 방문객의 편의를 위해 화장실과 식수대 등의 편의시설을 갖추었으며, 여름철에는 공원 내로 흐르는 계곡을 물놀이장으로 개방한다.
속리산조각공원을 찾았다면 유네스코 세계문화유산에 지정된 법주사와 조각공원에서 법주사까지 이어지는 산책로 오리숲(2㎞) 길을 함께 하면 좋다. 또한 속리산조각공원이 위치하고 있는 속리에는 천연기념물인 정이품송이 있으며, 다양한 민화를 볼 수 있는 에밀레박물관도 함께 둘러볼 수 있다.",,보은관광 https://www.boeun.go.kr/tour/prog/,충청북도 보은군 속리산면 사내리 204-3,상시 개방,연중무휴,"가능 (속리산 법주사 주차장)
요금 (1일 5,000원)",,,,,,,,,있음,,법주사 입구에 솔숲사이길 걷다보면 조각상 전시되어 있습니다. 조용히 걷기 좋아요. 아주 짧은 길이지만 지나가며 예술작품들을 보고 피톤치드 들이마실수 있는 곳으로 추천합니다. 산책겸 한 바퀴 쭉 둘러보기 좋았습니다. 여름에는 물놀이장소로도 유명한 곳이더라고요. 여름에 한 번 다시 오고 싶습니다. 보은에갔다면 꼭 가보세요 너무 힐링된답니다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
