place,info,문의 및 안내,홈페이지,주소,이용시간,휴일,주차,화장실,review,주차 요금,이용요금,접근로,출입통로,장애인 주차 안내,수유실,입장료,지정현황,이용가능시설,주차요금,엘리베이터,유모차,휠체어,점자 홍보물,체험가능 연령,오디오 가이드,시설이용료,지체장애 기타 상세,수용인원,판매 품목,주요시설,입실시간,퇴실시간,객실내 취사 여부,객실수,객실유형,캠프파이어 여부,대중 교통,관람석,규모,부대시설,이용 시기,객실,개장기간,시각장애 기타상세,할인 정보,유아용보조의자,보유장비,강습안내,점자 블록,대여안내,보조견 동반,매표소,안내 요원,코스안내,예약안내,예약안내 홈페이지,입점브랜드,식음료장,뷰티시설여부,노래방 여부,사우나실 여부,스포츠 시설 여부,세미나실 여부,유도안내 설비,영유아가족 기타상세,체험
부안향교,"향교는 훌륭한 유학자의 위패를 모시고 제사를 지내며 지방민의 교육과 교화를 위해 설립된 고려ㆍ조선시대의 국립 교육기관이다. 조선시대에는 국가로부터 토지와 노비 등을 지급받아 교관이 교생을 가르쳤으나, 1894년 갑오개혁으로 근대 교육이 본격화되면서 교육적 기능은 폐지되었다. 1414년(태종 14)에 창건되었으며 임진왜란과 정유재란 때 소실되었다가 1600년(선조 33)에 대성전과 명륜당을 중건하였다. 현존하는 건물로는 정면 3칸, 측면 2칸의 맞배지붕으로 된 대성전, 각각 정면 3칸, 측면 2칸의 팔작지붕으로 된 명륜당과 만화루, 양사재, 동재, 서재, 홍살문, 하마비가 있다.
부안향교에서는 부안의 문화재를 관광자원화하는 사업의 일환으로 진행하는 [부안 문화재 야행] 프로그램 중 [야숙 : 향교스테이]를 체험할 수 있다.",,https://www.buan.go.kr,전북특별자치도 부안군 부안읍 당간지주1길 15,상시개방,연중무휴,"가능(향교 앞 주차 공간 있음)
요금(무료)",있음(남녀 구분),,,,,,,,,전라북도 문화재자료 부안향교 대성전 (1984.04.01 지정),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[부안문화재야행]
- 야숙 : 부안에서의 하룻밤, 부안향교(향교스테이 : 부안향교에서의 1박)
- 일정 등 관련 정보 : 전화 063-244-3177 / http://buanlab.hostibz.com"
국가대표,"국가대표(구.스키나라)는 무주리조트의 태동과 함께 천혜의 자연을 벗 삼아 덕유산 자락 만성봉 입구에 자리하고 있으며, 많은 스키어들에게 이미 전통으로 자리 잡고 있다. 무주리조트 인근 50여개의 SHOP중에서 가장 큰 규모로 약 400여 족의 렌탈 장비와 숙박시설이 있다.

* 개 업 일: 2006년 11월 5일
* 무주 리조트에서 1Km에 위치하고 있으며, 약 3분 소요된다.",,국가대표 http://www.okmuju.com,전북특별자치도 무주군 설천면 구천동로 1101,,동절기 무휴,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,탈의실,,,,,,,"스키,블레이드,보드,스키복,스키부츠,보드부츠,고글,폴",,,,,,,,,,,,,,,,,,,
학선암,"학선암은 김제시 금산면 구성산 중턱에 자리 잡은 대한불교 조계종 소속 사찰이다. 창건은 분명하지 않지만, 통일신라시대 말에 함월스님에 의해 이루어졌다거나 혹은 고려 초기인 988년(성종 7)에 창건되었다고 전하는데, 그에 관한 확실한 문헌 기록은 남아있지 않다. 조선 중기에는 진묵 일옥(1562~1633)스님이 머물렀다고 한다. 근대에는 1913년에는 윤문주 스님이 중창했고, 최근에는 1980년 도웅 스님이 주석하면서 수행도량으로서 모습을 갖추었다. 1992년에 인법당을 고쳐 지었고, 이듬해에는 요사를 중건하고 칠성각을 중수하여 오늘에 이른다. 학선암이 자리하고 있는 구성산은 높지는 않지만 제법 가파른 길과 내리막길이 반복되고, 송곳바위와 넓은 김제평야를 한눈에 조망할 수 있어 등반을 겸하기에 좋은 곳이다.",,http://www.grandculture.net/gimje,전북특별자치도 김제시 금산면 구성3길 522,상시 개방,연중무휴,불가능,있음(남녀 구분),,,,,,,,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
무주스키스쿨,"무주스키스쿨에서는 2001년에 개업하였으며 무주덕유산리조트와 3분 거리에 위치하고 있다. 무주를 관광하고 무주를 즐길 수 있도록 최신의 관광정보를 제공하고, 아늑한 휴식처가 되도록 깨끗한 시설과 넓은 주차장을 확보하고 있다. 또한, 최신 장비와 의류를 비치하여 개개인을 위한 맞춤형 전문렌털샵을 운영하고 있으며, 스키 및 보드 등 각 분야의 전문강사가 대기 중이다.",,http://www.무주스키스쿨.com,전북특별자치도 무주군 설천면 만선로 49 (설천면),08:00 ~ 24:00,"하절기
※렌탈샵 연중무휴","가능
요금 (무료)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,탈의실 (남녀개별),,,,,,,"스키,블레이드,보드,스키복,스키부츠,보드부츠,고글,폴",,,,,,,,,,,,,,,,,,,
무주스키,무주리조트 정문 앞에 위치한 무주스키는 (구)무주레저타운에서 상호 변경하여 신축 이전하였다. 스키장과 더 가까워진 무주스키에서 신상품과 리프트 할인 등 다양한 서비스를 즐길 수 있다. 무주리조트와 약 2㎞ 거리에 떨어져있어 접근성이 좋다.,,무주스키 http://www.mujuski.co.kr,전북특별자치도 무주군 설천면 만선로 70 (설천면),,동절기 무휴,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,탈의실,,,,,,,"스키,블레이드,보드,스키복,스키부츠,보드부츠,고글,폴",,,,,,,,,,,,,,,,,,,
스노우파크,"‘스노우파크’는 무주덕유산리조트와 가장 근접해 있는 스키샵으로 저렴한 가격으로 최고의 장비와 최고의 서비스를 제공한다. 매년 최고의 카빙스키와 스노보드, 의류 등을 대량 교체함으로써 최고의 장비를 보유하고 있으며 사이즈도 다양하게 준비되어 있으며 포인트 카드 발급이 가능하여 적립이 가능하다. 이곳은 무주덕유산리조트 입구까지 약 1분 거리에 위치해 있어 픽업 서비스가 가능하다.",,,전북특별자치도 무주군 설천면 만선1로 60,07:30~23:00,연중무휴,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,탈의실 (남녀개별),,,,,,,"스키,블레이드,보드,스키복,스키부츠,보드부츠,고글,폴",,,,,,,,,,,,,,,,,,,
"대야장 (1, 6일)","군산시 임피면과 옥산면 남내리 경계에 입지하여 최초에는 지경장이라 칭하여 인접 농어민의 모임과 물문교환의 장으로 부각된 대야장은 100여 년의 역사를 지니고 있는 군산지역 유일의 5일장이다. 이곳에서는 시골 할머니가 가져온 강아지를 비롯해서 채소류와 생선, 옷가지, 마른 고추가 거래되고 있으며 특히 봄철에는 관상수와 유실수 묘목시장이 큰 규모로 형성되고 있다. 1948년 대야역 설립으로 대야면 산월리 부근으로 서서히 이전되어 현재의 장터가 형성되었다고 하는데, 전주와 군산을 잇는 전군 도로 길목과 전라선이 만나는 교통의 요충지에 서는 대야장은 매월 1일과 6일에 장이 서면 인근 군산, 익산, 김제에서 장꾼들이 모여들어 각종 해산물과 야채, 곡류와 전통과자 등이 판매되어 전라북도 대표 오일장의 명예를 누렸다고 한다. 한때는 우시장으로 더 이름 날렸던 대야 5일장은 90년대까지만 해도 하루 300~400두의 소와 500~600마리의 돼지가 거래되어 수천 명이 모여들 정도로 이름을 날렸는데 우시장 폐쇄 이후 현재는 예전 같은 활기를 느낄 수는 없지만 지금은 나무시장의 활성화로 예전의 명성을 되찾고자 노력하고 있다. 이곳은 시내 지역이 대규모 할인매장의 등장에도 불구하고 오히려 활력이 넘치고 상인들과 이용자들 수가 늘어나고 있는 군산지역의 명물 5일장이다.

(출처: 군산시 문화관광홈페이지)",,https://www.gunsan.go.kr/tour,전북특별자치도 군산시 대야면 대야시장로 7-1,06:00~20:00 (점포별 상이함),,,,,,,,,,,,,,,,,,,,,,,,채소 / 생선 / 가축매매,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
익산시여성회관,"익산시여성회관은 1983년에 개관하여 현재 익산시에서 운영하고 있다. 여성의 잠재 능력 개발과 사회참여 확대를 통한 자아실현 및 삶의 질 향상을 목적으로 사업을 운영하며, 연 2회 상반기와 하반기에 다양한 프로그램을 제공한다. 주요 강좌로 ITQ(한글), 전통문화교육지도사, 캘리그라피지도사 등이 있다. 최근 2023년에는 타로 배우기, 플로리스트 과정 신규 강좌를 진행하고 있다.",,https://www.iksan.go.kr/,전북특별자치도 익산시 인북로32길 32,프로그램별 이용시간 상이,매주 일요일 / 법정 공휴일,가능,,,,,,,,,,,,,,,,,,,,,,,"1층 - 푸드개발실, 회의실
2층 - 사무실, 여성친화실, 커리어개발실, 정보화교육실
3층 - 강당, 홈패션실, 양성평등실, 샤워실",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
온고을공예방,"온고을 공예방은 전주 한옥마을에 있는 압화(꽃 누르미)를 전문적으로 취급하는 공방이다. 자연의 아름다움 중에서 으뜸이라고 할 수 있는 꽃은 그 찬란함에 비해 계절적이고 순간적인 생명체이지만 물리적인 방법이나 약품 처리를 하는 등의 인공적인 기술로 누름 건조한 후 회화적인 느낌을 강조하여 구성한 것을 압화(pressed flower)라고 한다. 그래서 압화는 꽃을 평면으로 말리기 때문에 조형성이 적은 반면, 다양한 매력을 갖고 있기 때문에 압화로 된 한 송이 작은 들꽃은 카드, 편지지, 액세서리, 액자용 그림, 전등갓 등 다양한 생활용품과 어울려 훌륭한 장식품이 될 수 있다.

온고을 공예방에서는 누구나 쉽게 압화를 체험할 수 있도록 도와주며 다양한 상품도 판매하고 있다. 열쇠고리, 자, 카드, 부채, 목걸이, 핸드폰 고리, 한지 스탠드 등이 있으며 나무로 만드는 나무 곤충도 체험해 볼 수 있다. 그 밖에 식물 표본 및 학생들의 여름 방학 표본 채집 물품도 판매하고 있다. 단체인 경우 최소 3일 전에 사전예약을 해야 하며 개인, 가족의 경우 당일 방문 체험이 가능하다. 또한 단체의 경우 출장 학습도 가능하다. 방과 후 교실 및 문화센터에도 출강하고 있으며 수강생 모집(취미반, 자격증 과정 모집, 정규 수강생 모집, 창업 희망자 모집) 중에 있다. 이처럼 다양한 공예를 선보이는 온고을 공예방은 제품을 전시하고 판매할 뿐만 아니라 창업 지원 및 직장인의 취미생활에도 큰 도움을 주고 있다.",,,전북특별자치도 전주시 완산구 향교길 51-9,10:00~22:00,주말,,,,,,,,,,,,,,,,,,,,,,,"압화, 나무곤충 등 수공예품",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
두여 정보화마을,"두여 정보화마을은 맑은 시냇물이 흐르며 넓고 시원한 들판을 바라보면 누구나가 살고 싶어 하는 훈훈한 인심의 마을이다. 호남의 최초 관문인 익산시 여산면은 마한, 백제시대 여래비리국으로 출발하여 조선시대 여산현, 여산도호부 등을 거쳐 1914년 3월에 행정구역이 개편되어 현재까지 이어오고 있는 유서 깊은 고장이다. 또한 지역 특성상 천호산과 용화산으로 둘러싸인 분지지역으로 예로부터 신비한 효능을 지닌 황토흙의 넓은 평야지대에서 참외, 메론, 양파, 딸기 등 품질 좋은 농축산물들이 생산되고 있다. 이곳은 여산동헌, 이병기선생생가, 여산향교 대성전, 남원사 미륵전, 문수사 대웅전, 백지사터, 현재는 관광객들에게 개방되어 있지 않은 호남 유일의 자연동굴인 천호동굴(천연기념물 177호), 대원군척화비, 천주교성지 등 많은 문화재를 보유하고 있다.",,https://www.iksan.go.kr/tour/,전북특별자치도 익산시 여산면 용기길 66,09:00~18:00,※ 체험 일정 별로 상이함,가능,있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"- 아카시아꽃 튀김 : 10,000원
- 딸기따기 : 10,000원
- 감자캐기 및 크로켓 만들기 : 10,000원"
스노우밸리콘도스키샵,스노우밸리는 가족단위 또는 단체투숙객을 위해 일체의 취사장비 및 욕실이 완비된 다양한 평수의 콘도형 객실을 갖춘 현대식 숙박시설을 제공하고 있다. 위치는 무주리조트에서 1㎞에 거리에 위치하고 있으며 약 3분 소요된다.,,http://www.snowvalleymuju.com/,전북특별자치도 무주군 설천면 만선로 36-37 (설천면),,동절기 무휴,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,탈의실 (남녀개별),,,,,,,"스키,블레이드,보드,스키복,스키부츠,보드부츠,폴",,,,,,,,,,,,,,,,,,,
"번암장 (1, 6일)","번암장은 전라북도 장수군에 위치한 장으로 1일, 6일에 열린다. 산세가 험준하고 공기 맑고 물 좋은 오염 안된 자연 그대로 보존된 고랭지로서 약초와 산채가 다량으로 채취하여 판매하고 인근 남원 상인들이 번암에서 생산되는 곡물류 및 산채류 등 특히 약초생산 물량을 사다가 전국 각지로 판매하며 5일장이 유지되었다고 한다.",,,전북특별자치도 장수군 번암면 신평로 317-1,점포별 상이,점포별 상이,가능,,,,,출입구까지 턱이 없어 휠체어 접근 가능함,주출입구는 턱이 없어 휠체어 접근 가능함_무장애 편의시설,,,,,,,,,,,,,,,,"약초류, 곡물류, 산채",,,,,,,,,,,,,,,,,,,,,,동반가능_시각장애인 편의시설,,,,,,,,,,,,,,,
청정테마힐링센터,"‘청정테마힐링센터’는 청정지역인 완주군에 자리 잡은 곳으로 깨끗한 계곡의 물줄기가 사계절 내내 흐르고 1 급수에서만 서식하는 많은 동식물들이 생태 하는 곳으로 도심 속에서는 찾아볼 수 없는 시원함과 청아함을 느낄 수 있는 곳이다. 이곳은 청소년, 유치원, 일반 체험프로그램이 준비되어 있으며 편안한 놀이를 위한 각종 편의시설과 부대시설이 완비되어 있다.",,http://www.cjis.kr,전북특별자치도 완주군 구이면 장미로 31,10:00~17:00,연중무휴,가능,,,,"전화문의 및 홈페이지 참조
※ 당일/1박2일/2박3일. 패키지상품에 따른 유동적 요금",출입구까지 경사로가 설치되어 있음_무장애 편의시설,주출입구는 경사로가 있어 휠체어 접근 가능함,,,,,,,,,,,,,,,,,"숙소(청정관, 인성관), 강당, 세미나실, 식당, 야외무대, 모험체험활동장, 수련의숲, 수상활동장 등",,,,,,,,,,"편의점, 야외무대, 바비큐장 등",,,,,,,"각 프로그램에 따른 장비완료(안전장비포함)
모터보트 2대, 고무보트 1대, 바나나보트 3대, 래프팅보트9대, 라이프 자켓 500벌, 전동카트 8대, 안전하네스, 안전모, 활강기 등",,,,,,,,,,,,,,,,,,,
구암정,"구암정은 순창 구미마을과 내월교 사이 섬진강 및 국도 21호선, 섬진강자전거길가에 세워진 정자이다.
이 정자는 돈암 혹은 배암이라 불리는 바위 위에 서 있다. 이 바위는 인근 남원 출신의 조선 전기 학자 구암 양배(?~1500)가 그의 동생 양돈과 함께 낚시를 하며 시간을 보내던 곳이다. 양배는 일찍부터 학문을 닦아 그 지식이 높았으나 무오사화와 갑자사화의 양대 사화로 어진 사람들이 억울하게 피해를 입는 것을 보고 조정을 등지고 동생과 함께 이곳으로 내려와 자연 속에 묻혀 세상을 잊고 살았다. 그 후 1901년에 양배의 뜻을 기리기 위해 이곳에 정면 3칸, 측면 2칸 규모의 팔작지붕 기와 정자를 세운 것이 바로 지금의 구암정이다. 1990년에는 가치를 인정받아 전라북도 문화재자료로 지정되었다.
인근에 위치한 구미마을은 남원 양씨의 집성촌으로 남원 양씨 종가 등이 있다. 그 외에는 주변에 용궐산자연휴양림 등이 있어 연계하여 관광할 수 있다.",,"* https://www.sunchang.go.kr
* https://blog.naver.com/sunchang",전북특별자치도 순창군 동계면 구미리 1028,,,있음(소형 10대),,,,,,,,,,전라북도 문화재자료 구암정 (1990.06.30 지정),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"장계장 (3, 8일)","군산 대구선과 남해 원주선(구도 26번, 19번)이 교차되는 교통의 요지이며 경상남도와 전라북도가 인접된 지역으로 20년 전만 해도 장계 장날이면 인근 경상남도 함양, 서상과 전라북도 무주, 안성, 진안, 남원, 금산, 전주 등 각지에서 모여들어 성시를 이루었다. 현재는 상권 형성이 지역별로 활성화되면서부터 진안, 안성 일부와 지역민들만 이용하므로 규모가 작아졌다고 하나 우시장만은 성시를 이루고 있다. 3대째 운영하고 있는 전통적인 옛 대장간은 장계 시장의 명소이다.",,,전북특별자치도 장수군 시장천변길 36 장계재래시장장옥A블럭,점포별 상이,점포별 상이,가능,,,,,출입구까지 턱이 없어 휠체어 접근 가능함,주출입구는 턱이 없어 휠체어 접근 가능함,장애인 주차장 있음(공영주차장)_무장애 편의시설,,,,,,,,,,,,,,,"곡물류, 고추, 채소, 한우",,,,,,,,,,,,,,,,,,,,,,동반가능_시각장애인 편의시설,,,,,,,,,,,,,,,
