,place,info,문의 및 안내,홈페이지,주소,이용시간,휴일,주차,입장료,review,화장실,지정현황,주차 요금,이용요금,접근로,출입통로,수유실,이용가능시설,장애인 주차 안내,엘리베이터,휠체어,유모차,시설이용료,수용인원,할인 정보,지체장애 기타 상세,주차요금,판매 품목,오디오 가이드,점자 홍보물,대중 교통,체험가능 연령,규모,시각장애 기타상세,관람석,주요시설,보유장비,대여안내,강습안내,부대시설,이용 시기,개장기간,유아용보조의자,객실,입실시간,퇴실시간,객실내 취사 여부,식음료장,객실수,예약안내,객실유형,점자 블록,안내 요원,코스안내,보조견 동반,입점브랜드,노래방 여부,예약안내 홈페이지,뷰티시설여부,유도안내 설비,영유아가족 기타상세,체험
1683,모아레벤트,모아레벤트는 1995년 랩소디클럽에서 1997년 모아레벤트로 개칭하고 2000년부터 수상레저사업을 하고 있다. 2001년에는 대구 모아레벤트를 개설하고 송정 레포츠 매장을 오픈했다. 황강래프팅 외에도 각종 공동체베이스 체험활동과 서바이벌 등의 레포츠사업을 하고 있다. 체험 시 미리 전화 예약 후 방문해야 한다.,,http://www.moalevent.co.kr,경상남도 합천군 용주면 합천호수로 828-5,09:00~16:00,하절기 무휴,가능,,,,,,"[황강래프팅]
- 대인 40,000원
- 소인 35,000원
[사륜오토바이]
- 체험코스 15,000원
- 체험투어 25,000원
- 보조댐투어 35,000원
[래프팅+사륜오토바이]
- 대인 65,000원
- 소인 60,000원

※ 소인은 초등학생 이하
※ 자세한 사항은 홈페이지 참조 및 전화 문의 요망",,,,,,,,,,,,,,,,,,전 연령,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,영산호국공원,"총 165만㎡의 면적으로 1973년 도시공원으로 지정되었으며, 1982년 5월 31일 전국 최초로 호국공원으로 재조성되었다. 규모는 크지 않지만, 한국의 호국공원 중 손꼽히는 곳이다. 3대 국란호국의 성지(聖地)로서, 임진왜란 호국충혼탑, 3·1운동 봉화대 및 기념비, 6·25전쟁 영산지구 전적비가 있다. 임진왜란 호국충혼탑 뒤로는 물레방아가 돌고 있다. 영산군이 경상남도 최초로 3·1운동이 일어났던 곳임을 기념하여 이곳에서는 매년 3·1절 기념식이 거행된다.

공원 입구의 무지개형 다리는 보물인 만년교(萬年橋)로서, 조선 후기 남부지방의 홍예교(虹霓橋) 구축기술을 보인다고 하여 학술적 가치가 크다. 또한 인근에는 연지못, 영산 석빙고, 영산약수, 영축산성, 영산 읍성지, 영산 법화암 다층석탑, 부곡온천 관광특구, 우포늪 생태공원, 화왕산군립공원 등 여러 문화재와 관광지가 있다.",,http://www.cng.go.kr/tour.web,경상남도 창녕군 영산면 원다리길 42,,연중무휴,가능(영산면사무소 주차장),,,있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,LH 토지주택박물관,"토지주택박물관은 우리 민족의 주거건축문화와 토목건축기술을 테마로 한 전문박물관으로 1997년 경기도 성남시 분당에 처음 문을 열었으며, 2015년 진주에 이전하여 새롭게 단장하였다. 박물관에는 주택도시역사관을 2022년 새롭게 신설하여 더 넓은 전시공간에 더 많은 내용을 담아 모두에게 열린 역사·문화공간으로 개방하고 있다. 1층 도시역사관은 한국전쟁 이후, 영단주택과 마포아파트를 시작으로 가히 혁명적인 주거문화 변화와 모두를 품은 도시의 탄생에 이르기까지 오늘날의 주택과 도시 발전상을 살펴볼 수 있고, 2층 토지주택박물관 제1전시관은 지혜로 지은 삶, 행복을 일구는 터를 주제로 우리나라 주거문화의 역사를 이해할 수 있도록 하였고, 고대부터 근대까지 실물에 가까운 다섯 채의 집을 재현하여 유물과 함께 전시하고, 제2전시실은 건축 재료와 도구를 통해 우리 건축기술의 흐름을 엿볼 수 있게 하였다. 박물관의 소장유물을 소개하는 특별전을 위한 기획전시실이 2층에 마련되어 있고, 박물관대학, 어린이문화교실, 찾아가는 박물관, 주말 박물관 등 다양한 교육 프로그램도 진행하고 있다.",,http://museum.lh.or.kr,경상남도 진주시 충의로 19 (충무공동),10:00~17:00,법정 공휴일 / 5월 1일(근로자의 날) / 10월 1일(창사기념일),가능,무료,"주택 문화와 건축 문화들을 알아볼 수 있는 주거 전문 박물관이라 해서 방문하게 되었습니다.선사시대의 이야기를 담은 영상과 선사시대의 움집부터 조선시대의 한옥까지 주거의 역사에 대한 전시와 근대화된 마포아파트의 건축자재까지 다양한 볼거리와 기술 발달에 따른 건축물의 다양한 재료까지 전시되어 있었고요, 아이들을 위한 목재 맞추기 체험 코너도 있었습니다. 작지만 요즘같이 더운 날 시원하게 쉴 수 ...
더보기",장애인 화장실 있음,,,,출입구까지 턱이 없어 휠체어 접근 가능함,주출입구는 턱이 없어 휠체어 접근 가능함(수동문),,"<안전시설 설비사항>
관리자 상주 / 소방설비 구비",장애인 주차장 있음(12대)_무장애 편의시설,엘리베이터 있음,대여가능(1대),,,,,의자식 테이블 있음(1층 카페베네),,,"음성안내어플 제공
음성안내기 있음",점자안내판 있음,,,,,,,,,,,,,,,,,,,,,,"점자블록 있음(주출입구)
점자유도로 있음_시각장애인 편의시설",안내요원 있음,,,,,,,,,
1686,소리길 오토캠핑장,"소리길 오토캠핑장은 경남 합천군 황산리 소리길에 있는 오토캠핑장이다. 수려한 합천군 해인사 부근에 위치하고 있으며, 대장경 테마파크와 경치가 장관인 소리길과 세계문화 유산인 팔만대장경을 보유한 해인사를 관광 할 수 있는 캠핑장이다.
소리길 오토캠핑장은 4인 가족이 캠핑을 이용할 수 있는 사이트를 48개 보유하고 있으며, 방갈로 7개동이 있어 캠핑 및 휴식하기 좋은 곳이다. 소리길 오토캠핑장이 인기가 높은 이유는 물놀이 하기 최적인 캠핑장이기 때문이다. 중앙 연못을 개조해 만든 물놀이장은 아이들이 놀기 좋도록 최적의 조건을 가진 물놀이장으로 야간에도 물놀이를 할 수 있도록 운영하고 있다.",,http://cafe.daum.net/ssorigil,경상남도 합천군 가야면 매화산로 668,"입촌시간 : 14:00~20:00
퇴촌시간 : 12:00
공휴일 및 성수기 기간은 11시(방갈로는 11시)",,가능,,,있음(남/여 구분),,,"[팔만/대장경 사이트]
1박2일 45,000원, 2박3일 80,000원, 3박4일 115,000원
[방갈로]
1박2일 80,000원, 2박3일 130,000원, 3박4일 180,000원
[소리길방갈로]
1박2일 130,000원, 2박3일 200,000원, 3박4일 270,000원",,,,,,,,,,,,,,,,,,,,,,오토캠핑장 48개소 / 방갈로 7동 / 매점 등,,캠핑장비 대여 가능,,"버너, 코펠, 침낭, 전기사용료, 쓰레기봉투(20L), 온수샤워실 사용가능",,,,,,,,,,,,,,,,,,,,,,
1687,몽고정,"고려 말 충렬왕 7년 원나라 세조가 일본 원정을 준비하기 위하여 정동행성을 두었으나, 일본 정벌이 2차에 걸쳐 실패로 돌아간 그해 10월, 환주산(현, 자산동 무학초등학교 뒤쪽 마산시립박물관 일대)에 둔진을 설치하였다. 몽고정은 이곳의 둔진군이 용수를 쓰기 위해 만들었던 우물로 추정되고 있다. [몽고정 맷돌]이라고 불리는 지름 1.4m가량의 원방형의 돌이 몽고정 근처에서 발견되었는데 이를 차륜이라는 설도 있으나, 맷돌로 쓰였던 것으로 보인다. 우물 곁의 석비에 몽고정이라 써서 세워둔 것은 1932년 마산 고적보존회(일본인 고적 단체)가 멸시적 감정에서 명명한 것으로, 그 이전에는 고려정이라 불렸을 것이다. 몽고정은 지금은 나무 덮개가 덮여 있지만, 근대까지만 해도 인근 주민들이 사용하는 공동 생활용수이자, 물맛이 좋아 간장 공장에서도 사용되었다.",,"http://culture.changwon.go.kr
http://www.cha.go.kr",경상남도 창원시 마산합포구 자산동 118,상시 개방,연중무휴,없음,,,,[몽고정] 경상남도 문화재자료 (1983.12.20 지정),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,"삼천포 중앙시장 (4, 9일)","삼천포 중앙시장은 삼천포 지역의 중심 상권이 형성된 상설시장으로 바다에 인접해있는 지역의 위치적 특성상 풍부한 수산물과 건어물 도매상점들이 밀집되어 있어 저렴한 가격으로 쇼핑을 즐길 수 있는 곳이다. 삼천포 중앙시장을 중심으로 종합시장, 서부시장 등이 가까운 거리에 위치해 있어 다양한 볼거리를 즐길 수 있다.",,https://toursacheon.net/,경상남도 사천시 중앙시장2길 37 (선구동),,,,,"지역을 대표하는 시장투어는 여행길의 보너스죠. 삼천포에는 시장이 여러 개 있더라구요. 삼천포용궁수산시장, 삼천포중앙시장 등. 마침 5일장(4,9일)서는 날에 삼천포 중앙시장에 들렀더니 와우~활기찹니다. 비록 나이 있으신 지역분들이 대부분이었지만 생동감이 넘치고 인심마저 넘치는 재래시장분위기 만끽했답니다. 건조생선 덤으로 많이 주셔서 여행이 더욱 즐거웠어요. 여행 중 볼거리는 전통시장이죠 삼천포 중앙시장 각종 해산물들 넘처나네요 지금 제철인 가리비.석화 저렴하게 구입해서 먹어요~~",,,,,출입구까지 턱이 없어 휠체어 접근 가능함,주출입구는 턱이 없어 휠체어 접근 가능함,,,장애인 주차장 있음_무장애 편의시설,,,,,,,,,건어물,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,성흥사(진해),"신라흥덕왕 8년 (833년)에 무염국사가 왜구를 물리친 것을 기념하여 지은 대사찰이었다. 당시에 승려 500여명이 머물렀던 큰 규모의 절이었으나 1109년 무렵 화재로 소실된 뒤에 대장동으로 옮겨졌다. 그러나 1668년 화재로 다시 절을 구천동으로 옮겼다가 1789년에 현재의 위치에 자리 잡게 되었다. 대웅전은 중창 당시의 모습으로 건재해서 경상남도 유형문화재 제152호로 지정되었다. 고종 27년 (1890년) 화주스님이 그린 섬세한 필치의 무염국사의 영정과 대불상, 나한상, 나한종관상, 제석상 등과 당간지주가 있고 사찰의 서남쪽 200m 지점에는 조선시대 조성된 것으로 추정되는 부도군 등이 있다. 성흥사 옆으로 우거진 울창한 숲과 깊은 계곡에 맑은 물이 흘러 여름 피서객들에게 시원한 휴식처가 되고 있으며 계곡 입구에는 넓은 주차공간과 오리백숙, 닭백숙 등을 하는 토속음식점들이 있어 계곡을 찾는 사람들에게 편의를 제공하고 있다.",,,경상남도 창원시 진해구 대장로 273 (대장동),,연중무휴,가능,무료,,있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,대호누비,"통영은 과거부터 누비 제품으로 유명한 지역으로, 대호누비는 문화마당과 남망산공원 입구 사이에 위치하고 있는 누비 전문 판매점들이 모여 있는 곳이다. 약 20여 곳의 전문점이 자리하고 있으며 이불, 담요 등의 기본적인 누비 제품뿐만 아니라 혼수를 위한 누비 제품도 구매할 수 있는 곳이다.
근처 관광지로는 통영항, 통영전통시장, 동피랑마을 등이 있다.",,https://www.utour.go.kr,경상남도 통영시 통영해안로 355,09:00 ~ 21:00,연중무휴,가능 (약 소형 20대),,,,,,,,,,,,,,,,,,,,"혼수이불, 이불 및 누비",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,"거창장 (1, 6일)","거창전통시장은 조선시대부터 주변 합천, 함양, 산청 등 인근 지역의 장꾼들이 모여 문전성시를 이루던 곳으로 그 역사는 지금도 이어져 내려오고 있으며, 매달 1일과 6일로 끝나는 날에는 오일장이 열려 북새통을 이룬다. 우리나라 전통시장은 전국적으로 1,600여개 정도 있는데, [가고 싶은 전통시장 50선]에 선정되기도 하였고, 문화관광형시장 육성사업, 청년몰 조성 및 활성화 사업에 선정되어 운영되고 있다.
거창시장은 오홍이라는 캐릭터를 사용하고 있는데, 황금원숭이 오홍이는 거창의 금원산 설화에서 유래된 상징동물로 5홍을 먹고 방금빛으로 변하여 죽지도 않고, 늙지도 않으며, 사람들에게 복을 주는 귀이한 존재로 거창의 오홍[사과, 딸기, 오미자, 애도니(돼지), 애우(한우)]을 먹으면 건강하며 장수한다는 의미가 있다.
거창시장에는 5홍5복 도시락이 있는데, 오래 살라고 하는 의미의 수도시락(쑥 옹심이 팥죽), 부자가 되라는 부도시락(애도니 또띠아 & 부각샐러드), 성공하라는 귀도시락(애도니 족발냉채), 건강하라는 강도시락(두부돈까스와 오미자에이드), 행복하라고하는 의미의 다소도시락(오홍비빔밥과 탕국)을 판매하고 있다.",,http://www.kgcm.kr,경상남도 거창군 거창읍 시장길 54,09:00 ~ 18:00,매월 2일 / 17일,가능,,,,,,,,,,,,,,,,,,,,사과 / 건어물 / 의류 / 잡화 / 과일 / 채소 / 야채 / 수산물 / 먹거리 / 농기구 / 신발 / 떡 등,,,,,영업점포수 260개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,청곡리지석묘,"지석묘는 청동기시대의 대표적인 무덤으로 고인돌이라고도 부르며, 주로 경제력이 있거나 정치권력을 가진 지배층의 무덤으로 알려져 있다. 우리나라의 고인돌은 4개의 받침돌을 세워 돌방을 만들고 그 위에 거대하고 평평한 덮개돌을 올려놓은 탁자식과, 땅속에 돌방을 만들고 작은 받침돌을 세운 뒤 그 위에 덮개돌을 올린 바둑판식으로 구분된다. 경상남도 거제시 사등면 국도변에 약 50m의 간격을 두고 바둑판식 고인돌 3기가 있다. 국도변 언덕에 있는 1호는 현무암으로 된 덮개돌을 2개의 작은 받침돌이 받치고 있는 모습이다. 이 고인돌의 머리가 향하는 마을은 망한다는 전설이 있어서 옛날부터 마을사람들이 돌머리를 돌리는 싸움을 했다고 하는데, 지금에 와서는 서로 화합하여 마을 중간지점으로 돌머리를 돌려놓았다고 한다. 2호는 국도변에서 50m 지점의 밭 가운데에 있는데 중간이 파괴된 채 흙속에 묻혀 있어 하부구조를 파악하기 어렵다. 3호는 청곡 마을 입구에 있는데, 동네 수호신 같이 동네를 지키고 있으며, 정월 대보름이면 이곳에서 마을사람들이 안락제를 지냈다고 한다.

(출처: 국가유산청)",,https://tour.geoje.go.kr,경상남도 거제시 사등면 청곡리,상시 개방,연중무휴,가능,무료,,,경상남도 문화유산자료 거제 청곡리 지석묘 (1983.12.20 지정),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,생초면 대포마을,"대포마을은 경호강변을 끼고 완만한 구릉에 들어선 50여 채 안팎의 정갈하고 단아한 자연마을이다. 쌀, 마늘, 양파를 친환경으로 농사짓는 이 조용한 곳을 산책하다 보면 고려 공양왕 때 예의판서를 지냈으나, 조선의 개국으로 초야에 은둔한 민안부의 절의를 기리기 위해 세운 대포서원을 비롯하여 크고, 작은 고옥 십여 채를 만날 수 있다. 마을을 찾는 분들이 지루하지 않는 농촌 여가를 즐길 수 있는 웰빙 공간이며, 더불어 마을에서 생산된 농산물을 활용한 약초 한과라는 믿을 수 있는 농심의 정과 더불어 건강까지 지킬 수 있는 미래추구형 농촌마을이다.",,,경상남도 산청군 생초면 명지대포로236번길 167-6,,,가능,,,있음,"2006년 농림부지정 녹색농촌체험마을, 농협중앙회 농촌체험마을",,,,,,숙박시설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,약초한과 만들기
1694,지리산청소년수련원,"높고 웅대한 산과 깊은 계곡을 간직한 우리나라 유일의 영산(靈山)인 지리산 천왕봉을 지척에서 바라볼 수 있는 지리산청소년 수련원은 30만 평의 푸른 대자연 속에 대단위 시설을 구비하고 초, 중, 고등학교 청소년의 심신단련은 물론 대학생 수련, 기업체 연수, 단체 모임 등 사계절 관광 및 수련활동을 할 수 있는 시설을 갖추고 여러분의 발길이 닿기를 기다리고 있다. 자연과 조화를 이룬 축구장, 야영장, 극기훈련장, 배구장, 족구장, 테니장, 수영장, 가족 휴양 방갈로, 생활관 등 청소년 뿐만 아니라 어른들도 충분히 즐길 수 있는 놀이시설, 휴식공간을 갖추어 21세기를 향한 청소년수련원의 명소로 가꾸어 가고 있다. 인근에 천혜의 지리 조건을 갖춘 천왕봉, 덕천서원, 문익점 목화시배시, 대원사, 중산리 등의 관광지가 있다.",,http://www.jycamp.co.kr,경상남도 산청군 단성면 지리산대로2395번길 26-25,,,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,"＊수련시설
대강당, 소강당, 대운동장, 야영장, 자연관찰학습장, 극기훈련장 등
＊생활시설
숙소, 글램핑장, 샤워장, 식당
＊기타시설
수영장, 서바이벌장, 양궁체험장, 별자리관측",,,,,,,,,,,,,,,,,,,,,,,,,,
