place,info,문의 및 안내,홈페이지,주소,이용시간,휴일,주차,지정현황,review,입장료,화장실,체험가능 연령,이용가능시설,이용요금,출입통로,장애인 주차 안내,휠체어,접근로,시설이용료,엘리베이터,유모차,관람석,주차요금,수유실,대중 교통,판매 품목,주요시설,시각장애 기타상세,규모,지체장애 기타 상세,입실시간,퇴실시간,객실수,예약안내 홈페이지,객실유형,부대시설,객실,점자 홍보물,주차 요금,수용인원,영업시간,이용 시기,청각 장애 기타상세,개장기간,보유장비,오디오 가이드,할인 정보,큰활자 홍보물,대여안내,매표소,보조견 동반,점자 블록,안내 요원,유도안내 설비,코스안내,예약안내,객실내 취사 여부,식음료장,사우나실 여부,홍보물,자막 비디오 가이드,강습안내,영유아가족 기타상세,체험
경주 깁 모어 막걸리,"경주식회사는 우리 전통을 이어가기 위해 아주 오래된 전통 항아리로 술을 빚는 막걸리 양조장이다. 체리, 찰보리, 신라봉 등 경주의 특색 있는 맛을 담아낸 막걸리를 빚고 있다.
깁 모어 막걸리는 단순히 술을 만드는 곳이 아니라, ‘희로애락(喜怒哀樂)’이라는 감정을 술로 풀어내고 있는데, 각기 다른 재료와 계절, 그리고 사람의 이야기를 담아, 한 잔의 막걸리 속에 삶의 감정을 담는다. 경주식회사와 함께하는 술 빚기 클래스는 2024년도 6월 장미란 문체부 차관님도 다녀가신 곳으로 유명하다. 술 빚기 클래스 프로그램은 양조장 운영상황에 따라 공식 인스타그램을 통해서 계절별 다양한 부재료 술 빚기 프로그램을 상시적으로 공지하고 있으니 참고하면 된다. 경주식회사는 막걸리뿐만 아니라 전통 막걸리에서 나온 술지게미를 활용한 천연비누를 직접 개발해 내는 데 성공했다. 2022년도 양조장 설립 이후 ‘지속 가능한’ 경주식회사는 3년간의 연구 끝에, 전통주에서 유래한 발효 원료를 기반으로 ‘깁 모어 막걸리 솝’이라는 천연 화장비누를 개발했다. 이곳에 가면 자연의 발효가 선물하는 이색적인 천연 솝도 경험해 볼 수 있다. 체험 공간에서는 직접 비누를 만들어보고, 전문 화장비누 개발자에게 피부 타입에 따른 성분 설명도 들을 수 있다. 지속 가능한 순환 양조 문화를 실천하는 이색적인 프로그램이다. ‘경주’에서 이색적인 전통 바이브를 느끼고 싶다면 추천한다.",,공식 인스타그램 https://www.instagram.com/gyeongju_sik_brewery,경상북도 경주시 원효로 153 (황오동) 1층,11:00~18:00,매주 화요일,"가능 (공영주차장 / 약 160대)
요금 (무료)",,,,있음,,깁 모어 막걸리 / 깁 모어 막걸리 솝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,술빚기 클래스
대혜폭포,"금오산 대혜골의 해발고도 약 400m 지점에 있는 폭포로, 높이는 28m이다. 폭포수가 떨어지는 소리가 금오산을 울린다 하여 명금폭포(鳴金瀑布)라고도 불린다. 폭포 아래에 형성된 넓은 소(沼)는 하늘의 선녀가 내려와 목욕을 즐기는 곳이라 하여 욕담(浴潭) 또는 선녀탕이라고 한다. 조선시대 인조 때의 학자 여헌 장현광의 문도들이 연중행사처럼 폭포를 찾아 목욕을 즐기고 시회를 가졌다고 전해진다. 폭포 옆 암벽에는 ‘욕담’이라는 예서체 글자가 새겨져 있는데, 장현광의 문도 중 한 사람인 김공이 폭포 근처 도선굴 아래에 움막을 짓고 학문을 닦다가 새긴 것이라 한다. 대혜폭포 오른쪽으로 펼쳐진 절벽의 위태로운 벼랑길을 따라가면 신라 말의 고승 도선이 수행했다고 알려진 천연동굴 도선굴이 있다.",,https://www.gumi.go.kr/tour,경상북도 구미시 남통동,상시 개방,연중무휴,가능,,겨울폭포도 멋지네요 지난주금오산다녀왔는데 등산힘들긴하지만 금오산구석구석숨겨진경치들이힐링됐어요특히대혜폭포소리가너무좋았어요 물이적어서폭포가크게보이진않았지만 높아서폭포소리가울려서단풍과함께멋있었어요,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
도봉사,"비구니들만 거주하는 사찰로, 경상북도 칠곡 유학산 쉰질바위 아래에 자리해 있다. 쉰 질 바위는 절벽의 높이가 어른 키의 50배 정도 된다고 하여 붙은 이름으로 웅장한 절벽과 소박한 절집이 그림처럼 어우러진다. 쉰질바위는 산악인들의 암벽등반 훈련장으로도 유명하다. 임진왜란 때 소실된 신라시대 고찰인 천수사가 있던 자리에 건립됐으며, 비구니 사찰답게 정갈하고 아기자기한 분위기가 느껴진다. 곳곳에 천진한 표정의 동자승 조각품이 평화로운 분위기를 더한다. 유학산 정상의 팔각정에서 다부동 전적기념관으로 이어지는 6.25 전쟁 격전지 순례 코스에 속해 있으며, 도봉산 진입로에서 15분 정도 걸어 올라가거나 사찰 입구까지 자동차로도 이동도 가능하다. 도봉사 앞마당에서 바라보는 탁 트인 전망도 아름답다.",,,경상북도 칠곡군 석적읍 유학로 785-66,,,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
예천 삼강문화단지,"예천 삼강문화단지는 정부의 3대문화권 문화생태관광기반 조성사업의 일환으로 추진된 관광지 조성사업으로서, 낙동강 연안의 우수한 강문화와 생태자원을 관광자원으로 특화하고 기존관광자원과 연계하여 다양한 볼거리와 함께 전시, 체험, 교육이 하나의 공간에서 가능하도록 조성된 새로운 가족형 문화체험 관광지구이다.",,https://www.ycg.kr/open.content/samgang/,경상북도 예천군 풍양면 삼강로 1109,상시 개방,연중무휴,,,,,장애인 화장실 있음,,,,,장애인 주차장 있음,휠체어 대여 가능 (전시관 안에서만 사용 가능),,,엘리베이터 있음 (전시관 안),유모차 대여 가능 (전시관 안에서만 사용 가능),,,수유실 있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,유아 놀이터 있음,
스페이스워크,"포항 환호공원 내에 위치한 스페이스워크는 트랙길이 333m, 계단 개수 717개 규모로 만들어졌다. 철로 그려진 우아한 곡선과 밤하늘을 수놓는 조명은 철과 빛의 도시 포항을 상징하며, 360도로 펼쳐져 있는 전경을 내려다보면 포항의 아름다운 풍경과 제철소의 찬란한 야경 그리고 영일만의 일출, 일몰을 감상할 수 있다. 스페이스워크는 “독특하고 흥미로우며 방문할 만한 가치가 있다”는 평을 받고 세계에서 가장 아름다운 19개의 계단으로 선정된 바 있다. 관객의 경험을 통해 완성되는 참여형 작품이며 꾸준히 많은 관광객들이 찾는 명소이다. 방문하기 전 주의할 점으로 강우나 강풍이 불 경우 출입이 통제되니 사전에 확인하는 것을 추천한다.",,"https://www.pohang.go.kr
http://www.spacewalk.or.kr/",경상북도 포항시 북구 환호공원길 30 (환호동),"[하절기 (4~10월)]
- 주중 10:00~20:00
- 주말 10:00~21:00
[동절기 (11~3월)]
- 주중 10:00~17:00
- 주말 10:00~18:00",매월 첫째 주 월요일 (월요일이 공휴일인 경우 다음 날 휴무),환호공원 주차장,,"늘 사진으로만 본 곳인데 저녁시간대에 화려한 조명과 멋진 풍경을 보러 반드시 가봐야겠습니다. 입구에서 봤을때 엄청난 높이.. 고소공포증있으면 무리가 있을만한곳 올라가면 멋진 전경이 잇다죠 ..🙄 스카이워크를 오르면 흔들림에 공포를 느끼지만 포항 바다 및 전경을 볼수 있어요 Tv에서만 보던 명소를 가봤어요 바람불면 흔들리기도 하고 계단이 구멍이 슝슝 나있어서 겁쟁이인 저는 무서웠어요 하지만 꼭 한번 들려서 체험해보시길 권합니다 겨울에 방문했을땐 종료되어있어 보고만 갔었는데 드뎌 올라가봅니다 ~~ 바람이 부니 흔들흔들 식은땀이 살짝 나는거 같았어요 ㅎㅎ 무서운듯 스릴넘쳤어요 ㅎㅎㅎ 담엔 해질녁쯤와서 조금 더 걷고 더 높이 올라가보고싶어요 생각보다 너무 무서웠어욬ㅋㅋㅋㅋ 다리가 후들거리는데 안그런척 참움 ㅎㅎ 생각없이 올라갔다가 넘 무서워 깜짝놀랐어요.. 바람이 많이 불면 흔들리고 별다른 안전 장치가 없어 더욱 무섭더라구요. 그리고 한바퀴 도는 것이 아니라 다시 돌아와야 합니다. 늦게 방문하니 위에서 보는 야경이 멋있었어요. 가는길 곳곳이 쉬는곳이 부족했고, 여름엔 완전 땡볕이라 힘들더군요. 가족여행으로 다녀왔눈데요. 스카이워크에서 멋진경치도 볼 수 있도 너무 좋았어요!!",,,만 12세 이하 어린이 보호자 동행 시 이용 가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
김대기가옥,"고즈넉한 풍경 속, 시간이 멈춰버린 듯한 금당실전통마을 초이벵 위치한 김대기 가옥은 관광객이 머무를 수 있는 숙소이다. 김대기 가옥은 예천 독립만세운동을 주도한 김형식 선생이 살던 집으로, 1920년 고가옥을 2008년에 개축한 정감 있는 초가집이다. 김형식 선생의 후손인 김대기씨 내외가 살고 있으며, 정겨운 노부부의 백년초가는 정겨운 시골 고향 집의 정취를 느끼게 해준다.",,,경상북도 예천군 용문면 금당실길 80-8,상시 개방,연중무휴,가능,,,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
왕피천하늘담야영장,왕피천하늘담야영장은 동해안의 청정계곡 왕피천 계곡에 자리하고 있다. 비교적 아담한 펜션과 함께 야영장을 운영하고 있다. 카라반이나 캠핑카는 예약할 수 없으며 트레일러 예약은 전화 문의 후 사용할 수 있다. 이용객 외에 방문객은 입장할 수 없으며 가족이나 여인끼리 계곡의 수려한 풍경과 함께 아름다운 추억을 만들 수 있는 곳으로 장박도 가능하다.,,http://www.haneuldam.co.kr/,경상북도 울진군 근남면 구산리 1290-3,14:00 ~ 익일12:00,연중무휴,가능,,,,가능,,,"40,000원 ~ 220,000원
※ 이용요금은 변동될 수 있으므로
홈페이지 참조 또는 전화 문의 요망",,,,,,,,,,,,,소화기:10,,,,,,,,,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,마트.편의점",,,,,,,,,,,,,,,,,,,,,,,,,,,,
고령 대가야 카라반,"고령 대가야 카라반은 대구에서 차량으로 1시간 이내에 위치한 카라반 전용 캠핑장이다. 4인용으로 넉넉한 카라반이 총 10개 운영되고 있고, 승마체험장이 함께 있는 테마형 캠핑장이다. 카라반마다 바비큐를 즐길 수 있도록 데크에 개별 천막과 테이블이 설치되어 있어 편리하다. 투숙 시에 승마, 국궁, 마차 체험 등이 할인되며, 체험 프로그램을 이용하지 않더라도 넓은 잔디광장을 비롯 수영장, 동물원 등 아이들이 놀기 좋은 부대시설을 갖추고 있어, 가족 단위 캠핑객이 많다.",,http://daegayacaravan.com,경상북도 고령군 대가야읍 신남로 61,15:00~익일11:00,연중무휴,"가능
요금 (무료)",,너무 좋아요 시설 관리도 잘되어 있습니다,,가능,,,"[카라반]
- 주중 120,000원
- 주말 160,000원
※ 이용요금은 변동 될 수 있으므로 홈페이지 참조 또는 전화 문의 요망",,,,,,,,,,,,,,,,,,,,,,"전기, 온수 ,무선인터넷, 매점, 승마장, 잔디광장, 동물원, 수영장",,,,,,,,,,,,,그릴,,,,,,,,,,,,,,,
구산오토캠핑장,"구산오토캠핑장은 울진 구산해수욕장에 위치한 글램핑 겸 오토캠핑장이다. 최근 JTBC의 캠핑클럽 촬영지로 방송을 타면서 많이 알려지게 되었다. 앞으로는 아이들이 놀기 좋은 얕은 동해바다와 십리 백사장이 시원하게 펼쳐져 있고, 그 뒤로 해변 소나무 숲속에 캠핑장이 자리 잡고 있어, 한여름에도 그늘이 넉넉한 편이다. 오토캠핑은 물론 글램핑과 카라반도 운영 중인데, 유람선이나 이층버스, 스쿨버스, 잠수정, 요트 등 이색 캠핑 숙소를 추가하고 있다.",,http://www.93camp.kr/,경상북도 울진군 기성면 기성로 108,15:00 ~ 익일 11:00,연중무휴,가능,,,,가능,,,"[카라반]
- 100,000원 ~ 200,000원
[글램핑]
- 100,000원 ~ 200,000원
[오토캠핑 / 목재데크]
- 30,000원 ~ 40,000원
※ 이용요금은 변동될 수 있으므로 홈페이지 참조 또는 전화 문의 요망",,,,,,,,,,,,,,,,,,,,,,"전기, 무선인터넷, 온수, 트렘폴린",,,,,,,,,,,,,그릴,,,,,,,,,,,,,,,
솔바람캠핑장,"경북 청도군 운문면에 위치한 캠핑장이다. 캠핑장 내에 작은 동물농장과 캠핑장 앞에 바로 얕은 계곡이 흐르고 있어 여름에 아이들과 물놀이하기도 좋다. 인근에 가볼 만한 관광지는 국립 운문산자연휴양림, 운문사, 가지산도립공원이 있다.",,https://cafe.naver.com/solbaramps,경상북도 청도군 운문면 신원3길 26-11,13:00 ~ 익일12:00,연중무휴,가능,,,,가능,,,예약 시 문의,,,,,,,,,,,,,,,,,,,,,,"전기,놀이터,운동시설",,,,,,,,,,,,,,,,,,,,,,,,,,,,
지구마을산책,"‘지구마을산책’은 영천의 매력에 풍덩 빠진다는 뜻으로 지역의 문화와 색깔, 자연, 예술 자원을 유기적으로 연계하여 영천의 숨겨진 매력을 느낄 수 있는 로컬 여행상품을 기획·개발 중인 지역 로컬 공정여행사이다. 현재 블루썸와이너리와 연계한 소규모 와인&핑커푸드 피크닉 나들이 체험 상품과 각종 농촌 체험을 예약제로 운영 중이다.",,,경상북도 영천시 대창면 금박로 1021 블루썸와이너리,체험 프로그램별 상이하므로 전화 문의 요망,,가능,,"와인과 핑거푸드 생각만 해도 기분 좋네요^^ 가족이나 친구들과 영천의 매력에 풍덩 빠져보고 싶어요~^^ 풍덩 빠지고 싶은 곳이네요^^ 와인&핑커푸드 피크닉 나들이 체험이라 너무 좋네요 흥미롭고 기대가 커요^^ 꼭 가보고 싶어요 와인이랑 핑거푸드피크닉이 기대됩니다 지역의 문화와 자연, 예술 자원등 영천의 숨겨진 매력을 느낄 수 있는 로컬 여행상품을 느낄 수 있어 너무 좋네요 풍덩에 풍~~덩 빠지고 싶어요ㅎ 요즘 와인에 관심이 많은데 딱 가보고싶네요",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"영천 관광자원을 활용한 체험 여행상품
※ 자세한 사항은 전화 문의 요망"
무흘구곡전시관,"조선 중기의 학자인 한강 정구가 지은 <무흘구곡>은 경상북도 성주와 김천에 걸쳐 흐르는 제1곡 봉비암부터 제9곡 용추까지 이르는 맑은 물과 기암괴석 등의 절경을 읊은 시다. 그는 퇴계학과 남명학을 계승한 인물로 혼인 후 성주에 정착해 이처럼 지역의 아름다움을 절제된 언어로 남겼다. 무흘구곡의 총길이는 35.7㎞로 우리나라는 물론 세계에서 가장 긴 구곡이다. 무흘구곡 전시관에서는 이러한 무흘구곡의 전경을 노래한 시와 함께 무흘구곡에 대한 자세한 설명과 사진 등을 살펴볼 수 있다. 1층에는 전시관이, 2층에는 무흘점빵과 무흘문고, 문화체험실 등이 자리해 있다.",,,경상북도 김천시 증산면 수도길 25,10:00~18:00,매주 월요일,가능,,"무흘구곡 전시관에 다녀왔습니다.우리나라는 물론 세계에서 가장 긴 구곡이라고 하고요,무흘구곡의 전경을 노래한 시에 무흘구곡의 유래와 각 계곡에 대한 설명 그리고 상세하게 설명한 사진들이 인상적이었습니다.각곡 마다 친절한 표지판 안내 그리고 주차장과 화장실까지 있다고 하니 전시관을 시작으로 무흘구곡을 직접 찾아보고 싶은 마음이 들게하는 전시관이었습니다.",,,,,무료,"휠체어, 전동 스쿠터 이동 가능 출입통로가 미닫이 문이라 양쪽 모두 열어야 출입 가능 바닥표면이 대리석임.",장애인 전용 주차구역 주차 가능 : 2대 주변 휠체어 이용자 등이 이용할 수 있는 여유공간 유무 관광지 주출입구와의 거리 : 바로 앞,,휠체어 사용자가 손쉽게 이용할 수 있음. 경사로 손잡이 있음 경사로 폭 : 약 1m,,,,,,,,,,,,,,,,,,,,,무료,,,,,,,,,,,,,점자블록 있음(주출입구)_시각장애인 편의시설,,,,,,,,,,,,
